	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205
B29378	2296198.7	1578173.2	2579246	2579246	2849016.8	1861542.901	1024109.65	1861542.901	1664697.14	1622157.488	2296198.7	1858509.492	1857862.057	1861542.901	1861542.901	1861542.901	1861542.901	1.16E+06	1.16E+06	1.16E+06	1.16E+06	1664372.62	1005696.67	963353.3	1002686.27	1033835.16	2858039.55	1960933.92	1939374.72	1932753.4	963353.3	1819935.18	670945.28	1742835.48	1695205.12	1690766.14	1442787.216	1620450.48	1281477.52	1671066	910266.1	150236.4	1772290.7	1848195.55	1819935.18	1857862.057	1452556.38	2407613.7	1848195.55	1585970.47	1534070.5	1861542.901	1500327.85	1618585.719	1428499.83	414818.23	1722173.5	1009178.5	1671066	1412450.97	0	1090590.2	1444521.276	1497769.9	1512655.5	1710556.9	1497769.9	1759407.2	1861542.901	1962852.7	115321.2	807057.2	414818.23	24271.32	807057.2	388175.82	1.16E+06	746842.65	1755707.17	746842.65	1453720.929	1640253.3	1783077.8	1173245.167	1259203.73	1681013.207	1453720.929	1449953.786	1258871.02	1456275.029	670945.28	1442787.216	1452556.38	1679077.501	1470197.6	1448941.42	1281477.52	745526.762	1282018.9	1282018.9	1116347.6	0	1328135.4	1328135.4	1826929.43	24271.32	2849041.74	1166353.88	1578173.2	2212674.7	1616979.5	681923.3	2365541.2
B32845	1477037.1	1392144	1821022.3	1821022.3	1876006.5	1185800.851	362555.52	1185800.851	926592.53	567358.084	1477037.1	1183853.974	1183054.52	1185800.851	1185800.851	1185800.851	1185800.851	2.58E+05	2.58E+05	2.58E+05	2.58E+05	579994.09	444900.07	459777.08	382177.9	425837.67	1967303.45	1165580.6	1154525.33	1452318.1	459777.08	769792.14	1163695.21	668193.58	614436.77	608019.36	976915.381	553945.61	927355.35	1719283.3	1307434.2	1162699.1	1035245.8	793516.84	769792.14	1183054.52	982159.837	1618009.2	793516.84	893829.53	1501634.2	1185800.851	909692.78	565872.646	842296.57	1115216.09	762777.6	1413937.1	1719283.3	836785.82	1090590.23	0	977006.495	1351839	1037432.3	1287328	1351839	669226.8	1185800.851	1664761.2	1170715.6	1026652.7	1115216.09	1066447.73	1026652.7	1090833.96	2.58E+05	1225315.164	680477.23	1225315.164	1024928.089	1178581.7	779542.4	908290.988	1110218.41	597632.767	1024928.089	1020171.719	1108486.44	1029318.751	1163695.21	976915.381	982159.837	595693.756	1262725.3	987570.93	927355.35	1225166.118	892855.47	892855.47	1528206	1090590.23	368873.8	368873.8	768999.94	1066447.73	1936126	907614.82	1392144	1360156.7	529879.28	1038356.4	1616858.5
B55281	921040.4	465933	1151765.3	1151765.3	1583993.4	2134220.858	1321287.85	2134220.858	1874766.26	1329311.851	921040.4	2132672.437	2131877.428	2134220.858	2134220.858	2134220.858	2134220.858	1.23E+06	1.23E+06	1.23E+06	1.23E+06	1231721.42	1395194.93	1396048.35	1334098.27	1384506.88	1496331.19	2071176.1	2066098.36	2424901.2	1396048.35	978229.55	984158.84	1033989.35	1044018.78	1054321.73	2211.093	1290427.66	174034.05	2649829.4	922798.6	1584892.2	1975375.7	1007937.52	978229.55	2131877.428	8036.425	1002900.5	1007937.52	1855560.18	2440871.5	2134220.858	1884335.72	1333049.81	1818522.95	1156391.43	1610199.8	2207591.9	2649829.4	1813446.03	1444521.28	977006.5	0	2306083.3	2014423	316673.7	2306083.3	1170607.1	2134220.858	2641143.6	1559382.7	1840445.1	1156391.43	1425198.63	1840445.1	1158368.03	1.23E+06	978389.548	1043151.71	978389.548	56244.15	2155400.2	838207	290147.406	361451.4	1248412.347	56244.15	52682.166	359867.06	60280.082	984158.84	2211.093	8036.425	1247240.951	2223070.3	11065.31	174034.05	979400.159	163370.85	163370.85	2329056.8	1444521.28	1304913.2	1304913.2	1008014.89	1425198.63	1508886.48	297621.262	465933	878384.2	1183324.99	871005.8	943013.4
B49357	2778009.9	2669143.2	3132812.1	3132812.1	3017342.8	771034.555	991281.84	771034.555	810228.59	1368349.572	2778009.9	768327.7212	768288.0735	771034.555	771034.555	771034.555	771034.555	1.12E+06	1.12E+06	1.12E+06	1.12E+06	1510722.84	913043.51	910052.6	975286.57	927501.61	3193199.07	989480.25	963332	567428.7	910052.6	1930596.62	2055683.44	1786699.89	1723823.72	1709342.92	2305626.304	1405973.9	2221166.35	398551.7	2284855.4	1415502.3	830085.3	1938263.92	1930596.62	768288.0735	2312175.639	2925268.5	1938263.92	739571.88	182343.5	771034.555	609039.86	1360818.602	623903.66	1847590.1	1183104.7	703673.2	398551.7	616344.34	1497769.88	1351839	2306083.311	0	449924.7	2622181.3	0	1676484.9	771034.555	470952.1	1464187.6	692681.3	1847590.1	1488351.96	692681.3	1814899.91	1.12E+06	2137805.384	1793037.07	2137805.384	2348207.07	422478.8	2013611.1	2167497.927	2349150.84	1512284.82	2348207.07	2343376.025	2347791.51	2352444.866	2055683.44	2305626.304	2312175.639	1511330.152	101322.9	2315954.01	2221166.35	2136849.213	2194101.74	2194101.74	711213.7	1497769.88	1137874.3	1137874.3	1911503.02	1488351.96	3143648.11	2164258.315	2669143.2	2651142	1508476.82	1992077.6	2939405.7
B49438	2384948.1	2418664.8	2741745.3	2741745.3	2581557	395195.614	710397.04	395195.614	362524.28	938637.93	2384948.1	392011.907	391626.282	395195.614	395195.614	395195.614	395195.614	7.82E+05	7.82E+05	7.82E+05	7.83E+05	1084523.9	653846.78	672089.5	705764.77	652369.41	2771147.68	582767.21	555991.35	444232.9	672089.5	1516071.41	1955146.13	1370596.64	1309377.64	1294354.66	2014321.524	978872.97	1956439.25	843316.8	2163334.4	1472386.5	399876.9	1520536.07	1516071.41	391626.282	2019591.499	2533703.6	1520536.07	289664.2	632218.2	395195.614	164829.34	931132.783	204702.87	1788622.3	734978.8	1001484.6	843316.8	205325.05	1512655.46	1037432.3	2014423.022	449924.7	0	2324071.7	449924.7	1249569.8	395195.614	629168.2	1513599.5	802964	1788622.3	1496973.98	802964	1756172.91	7.82E+05	2034046.137	1375646.82	2034046.137	2061996.093	146100.5	1612495.3	1922422.087	2117644.12	1083978.149	2061996.093	2057224.268	2116068.4	2066377.197	1955146.13	2014321.524	2019591.499	1083212.438	351026.9	2024970.95	1956439.25	2033335.154	1924218.1	1924218.1	1052796.5	1512655.46	751546.5	751546.5	1494337.16	1496973.98	2717948.72	1920502.933	2418664.8	2255239.4	1088912.29	1866178.9	2556762.3
B50538	834472.1	334052.7	974365	974365	1534421.2	2427648.356	1635803.4	2427648.356	2169700.17	1596715.903	834472.1	2426251.797	2425462.671	2427648.356	2427648.356	2427648.356	2427648.356	1.54E+06	1.54E+06	1.54E+06	1.54E+06	1485705.01	1710585.83	1712135.12	1649207.1	1699209.82	1381564.83	2351615.02	2348317.63	2728557.2	1712135.12	1169986.7	1175466.9	1253691.79	1275747.48	1288013.35	317276.523	1555470.92	439664.57	2966448.5	1054944.6	1855708.3	2267009.1	1195928.07	1169986.7	2425462.671	310301.178	871381.5	1195928.07	2155351.72	2757527.8	2427648.356	2190442.78	1601191.718	2126222.21	1383295.26	1883914.5	2515424.5	2966448.5	2121774.18	1710556.87	1287328	316673.737	2622181.3	2324071.7	0	2622181.3	1401433	2427648.356	2952037.3	1825861.1	2152237	1383295.26	1692967.1	2152237	1390897.48	1.54E+06	1149977.652	1260794.57	1149977.652	280227.733	2463765.3	1019437.5	539052.462	484886.19	1500950.843	280227.733	284936.187	484391.89	276377.566	1175466.9	317276.523	310301.178	1500008.155	2538607	307201.22	439664.57	1151205.718	452006.84	452006.84	2636954	1710556.87	1603150.9	1603150.9	1202217.75	1692967.1	1411404.63	545647.444	334052.7	838782.3	1441484.27	1083656.9	787688.4
B49358	2778009.9	2669143.2	3132812.1	3132812.1	3017342.8	771034.555	991281.84	771034.555	810228.59	1368349.572	2778009.9	768327.7212	768288.0735	771034.555	771034.555	771034.555	771034.555	1.12E+06	1.12E+06	1.12E+06	1.12E+06	1510722.84	913043.51	910052.6	975286.57	927501.61	3193199.07	989480.25	963332	567428.7	910052.6	1930596.62	2055683.44	1786699.89	1723823.72	1709342.92	2305626.304	1405973.9	2221166.35	398551.7	2284855.4	1415502.3	830085.3	1938263.92	1930596.62	768288.0735	2312175.639	2925268.5	1938263.92	739571.88	182343.5	771034.555	609039.86	1360818.602	623903.66	1847590.1	1183104.7	703673.2	398551.7	616344.34	1497769.88	1351839	2306083.311	0	449924.7	2622181.3	0	1676484.9	771034.555	470952.1	1464187.6	692681.3	1847590.1	1488351.96	692681.3	1814899.91	1.12E+06	2137805.384	1793037.07	2137805.384	2348207.07	422478.8	2013611.1	2167497.927	2349150.84	1512284.82	2348207.07	2343376.025	2347791.51	2352444.866	2055683.44	2305626.304	2312175.639	1511330.152	101322.9	2315954.01	2221166.35	2136849.213	2194101.74	2194101.74	711213.7	1497769.88	1137874.3	1137874.3	1911503.02	1488351.96	3143648.11	2164258.315	2669143.2	2651142	1508476.82	1992077.6	2939405.7
B54028	1174715.6	1636245.8	1528100.1	1528100.1	1344222.8	1172448.29	874739.03	1172448.29	952340.56	311063.017	1174715.6	1172210.05	1171524.957	1172448.29	1172448.29	1172448.29	1172448.29	6.90E+05	6.90E+05	6.90E+05	6.90E+05	165774.42	948142.7	985680.48	903281.73	914673.52	1521617.75	1029819.62	1034807.64	1534368.7	985680.48	287653.15	1744056.44	154891.91	126745.58	116434.07	1171799.379	271016.02	1222896.96	2074535.6	1834280.9	1830774.6	1013759.3	282349.76	287653.15	1171524.957	1171291.977	1323062.3	282349.76	983603.58	1853744.8	1172448.29	1085138.7	318543.368	1055157.8	1746809.55	570886.3	1956467.2	2074535.6	1061226.54	1759407.15	669226.8	1170607.131	1676484.9	1249569.8	1401433	1676484.9	0	1172448.29	1832290.4	1839756.2	1586163.4	1746809.55	1735224.43	1586163.4	1726175.37	6.90E+05	1790897.1	152227.84	1790897.1	1226796.097	1350777.8	423567.8	1267103.7	1456218.5	165663.259	1226796.097	1223283.901	1454302.35	1230721.392	1744056.44	1171799.379	1171291.977	166383.612	1575535.4	1181158.57	1222896.96	1791093.922	1181360.8	1181360.8	2057856.7	1759407.15	576631.7	576631.7	259105.28	1735224.43	1468799.49	1270309.036	1636245.8	1042354.7	177050.69	1609227.7	1364822.5
ABTC114049	2346794.3	2571321.8	2700546.4	2700546.4	2432524.2	0	937021.59	0	260208.89	879832.926	2346794.3	3203.4856	3723.1201	0	0	0	0	9.33E+05	9.33E+05	9.33E+05	9.33E+05	1022597.91	909199.96	941264.33	943613.66	894215.76	2661261.27	225022.95	200988.01	375344.3	941264.33	1458873.75	2236761.18	1317131.73	1264033.83	1248590.96	2134527.568	924492.64	2107296.83	1120276.3	2426832.2	1836439	162945.5	1454789.13	1458873.75	3723.1201	2138169.026	2495348.9	1454789.13	300763.08	940340.3	0	361227.04	873312.771	433830.25	2097794.29	601655.8	1392036.5	1120276.3	449490.58	1861542.9	1185800.9	2134220.858	771034.6	395195.6	2427648.4	771034.6	1172448.3	0	701986.2	1874500.3	1193184.7	2097794.29	1843861.84	1193184.7	2066274.96	9.33E+05	2311822.713	1318465.5	2311822.713	2186452.1	350418	1582111.1	2093941.35	2296019.26	1015133.896	2186452.1	2181893.013	2294287.1	2190859.215	2236761.18	2134527.568	2138169.026	1015074.676	688979.5	2145203.41	2107296.83	2311280.124	2070800.38	2070800.38	1436015.4	1861542.9	830827.8	830827.8	1431359.4	1843861.84	2598867.29	2093350.455	2571321.8	2214473.3	1046693.99	2134102.6	2534404.2
B49626	2992392.5	3036948.8	3349108.7	3349108.7	3127759.3	701986.245	1326480.61	701986.245	881016.17	1524528.828	2992392.5	700858.2463	701308.675	701986.245	701986.245	701986.245	701986.245	1.41E+06	1.41E+06	1.41E+06	1.41E+06	1671974.73	1260827.28	1270743.48	1317909.27	1265246.42	3344627.36	915351.65	895249.11	333411.3	1270743.48	2111007.15	2496559.73	1965749.94	1907274.37	1891901.96	2640987.551	1567667.39	2577426.05	567876.2	2719404.6	1884902.7	837454.6	2111645.38	2111007.15	701308.675	2646459.288	3141549.5	2111645.38	851772.29	511445.1	701986.245	775450.27	1517291.343	831393.04	2299724.07	1274344.2	1147580	567876.2	833790.48	1962852.71	1664761.2	2641143.587	470952.1	629168.2	2952037.3	470952.1	1832290.4	701986.245	0	1933149.9	1161436.8	2299724.07	1952422.95	1161436.8	2266896.54	1.41E+06	2578025.733	1969230	2578025.733	2687914.923	496117.4	2218974.7	2537517.07	2728801.61	1668183.925	2687914.923	2683123.957	2727298.46	2692279.328	2496559.73	2640987.551	2646459.288	1667740.415	494107.9	2651605.6	2577426.05	2577148.645	2546404.33	2546404.33	1129727.7	1962852.71	1375811.6	1375811.6	2086487.05	1952422.95	3285500.45	2535156.582	3036948.8	2861230.3	1685012.32	2423377.5	3170205.6
B41656	2406976.1	1691201.2	2692433.7	2692433.7	2952671.1	1874500.261	1073299.66	1874500.261	1689149.11	1688132.292	2406976.1	1871408.619	1870791.724	1874500.261	1874500.261	1874500.261	1874500.261	1.22E+06	1.22E+06	1.22E+06	1.22E+06	1738097.07	1046525.22	1002911.62	1050069.32	1076616.21	2967025.65	1985849.56	1963399.01	1922861.2	1002911.62	1912094.69	772237.58	1830089.1	1780637.82	1775530.16	1557658.172	1688983.03	1396678.38	1612546.5	1008743.6	51576.7	1794056	1939747.87	1912094.69	1870791.724	1567416.651	2519637.1	1939747.87	1607591.56	1487368.1	1874500.261	1513943.68	1684182.232	1444380.96	513999.08	1771780	934426.2	1612546.5	1427885.11	115321.18	1170715.6	1559382.744	1464187.6	1513599.5	1825861.1	1464187.6	1839756.2	1874500.261	1933149.9	0	771757.6	513999.08	134278.41	771757.6	489984.33	1.22E+06	845487.638	1842848.21	845487.638	1568885.432	1635585.9	1880564.6	1288557.317	1373495.81	1754230.196	1568885.432	1565105.922	1373185.22	1571453.63	772237.58	1557658.172	1567416.651	1752304.943	1444150.1	1563870.2	1396678.38	844135.101	1396998.76	1396998.76	1036406.1	115321.18	1386556.6	1386556.6	1917858.36	134278.41	2956831.4	1281669.135	1691201.2	2321891	1692256.82	791699.7	2478578.5
B52745	2496711.2	2131197	2833045.7	2833045.7	2889000.8	1193184.667	714901.38	1193184.667	1068724.97	1331335.74	2496711.2	1189981.797	1189507.347	1193184.667	1193184.667	1193184.667	1193184.667	9.00E+05	9.00E+05	9.00E+05	9.00E+05	1437913.46	638255.59	602459.21	686846.27	671510.01	2993671.72	1351011.63	1325454.08	1172428.3	602459.21	1767781.07	1400199.45	1643005.63	1580973.86	1569978.82	1839459.401	1352177.01	1720346	889135.5	1637375.4	723491	1154117	1786294.43	1767781.07	1189507.347	1847658.139	2634036.2	1786294.43	979152.26	731291.7	1193184.667	854725.37	1324927.758	801786.48	1174722.96	1289352.5	387533	889135.5	784701.66	807057.22	1026652.7	1840445.084	692681.3	802964	2152237	692681.3	1586163.4	1193184.667	1161436.8	771757.6	0	1174722.96	798871.46	0	1142610.6	9.00E+05	1482385.59	1653318.58	1482385.59	1872066.637	902707.6	1800226	1643145.901	1799690.47	1447973.099	1872066.637	1867385.357	1798641.39	1875879.065	1400199.45	1839459.401	1847658.139	1446351.354	674548.1	1848749.39	1720346	1481303.498	1702031.83	1702031.83	504015.9	807057.22	1017082.6	1017082.6	1759804.18	798871.46	2961086	1638376.647	2131197	2383441.3	1410653.74	1355434.5	2623925.3
B54435	2059640.8	1205854.5	2308152.5	2308152.5	2670884.7	2097794.291	1182372.64	2097794.291	1872279.09	1681928.585	2059640.8	2094987.514	2094267.885	2097794.291	2097794.291	2097794.291	2097794.291	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1687636.7	1193057.73	1157982.67	1168821.55	1212833.66	2633893.21	2159824.75	2141475.15	2226781.6	1157982.67	1739652.38	258380.39	1693833.46	1658014.01	1657384.53	1154387.413	1669103.57	983439.26	2058441.3	495654.7	559665.1	1985087.1	1770729.53	1739652.38	2094267.885	1164244.388	2154558	1770729.53	1804247.78	1905462	2097794.291	1743784.37	1680124.303	1668034.02	0	1843812.3	1416930.4	2058441.3	1653749.09	414818.23	1115216.1	1156391.432	1847590.1	1788622.3	1383295.3	1847590.1	1746809.6	2097794.291	2299724.1	513999.1	1174723	0	409951.34	1174723	32843.15	1.27E+06	332200.531	1706896.42	332200.531	1152821.551	1926928.9	1669642.6	867901.542	906913.14	1706034.063	1152821.551	1149817.132	906974.6	1154520.188	258380.39	1154387.413	1164244.388	1704121.267	1806379.8	1158363.04	983439.26	330872.224	994766.42	994766.42	1527047	414818.23	1432494.7	1432494.7	1753859.3	409951.34	2636279.86	860478.121	1205854.5	1994177.1	1634720.87	302066.4	2098911.9
B29336	2274361.3	1564066	2558470.2	2558470.2	2825670.1	1843861.841	1002227.67	1843861.841	1645474.93	1598665.607	2274361.3	1840837.944	1840186.249	1843861.841	1843861.841	1843861.841	1843861.841	1.14E+06	1.14E+06	1.14E+06	1.14E+06	1640436.7	984754.63	942594.81	981008.58	1012647.53	2835685.7	1941562.92	1920126.84	1918690.7	942594.81	1795732.08	664287.91	1718564.38	1670939.14	1666505.67	1423478.838	1596796.8	1262851.96	1666980.2	904471.7	164111.2	1753394.3	1823977.57	1795732.08	1840186.249	1433231.804	2386254.6	1823977.57	1567160.57	1527379.5	1843861.841	1482695.15	1595119.502	1410573.06	409951.34	1700016.8	1009748.1	1666980.2	1394597.86	24271.32	1066447.7	1425198.625	1488352	1496974	1692967.1	1488352	1735224.4	1843861.841	1952422.9	134278.4	798871.5	409951.34	0	798871.5	382215.57	1.14E+06	741207.971	1731435.95	741207.971	1434983.225	1625428	1759111.1	1155182.14	1243826.48	1657100.157	1434983.225	1431183.716	1243465.32	1437575.99	664287.91	1423478.838	1433231.804	1655164.084	1459316.3	1429723.58	1262851.96	739909.8	1262892.01	1262892.01	1118203.1	24271.32	1305264.7	1305264.7	1802697.5	0	2826404.93	1148332.228	1564066	2190367	1592977.42	670690.9	2344677.5
B52746	2496711.2	2131197	2833045.7	2833045.7	2889000.8	1193184.667	714901.38	1193184.667	1068724.97	1331335.74	2496711.2	1189981.797	1189507.347	1193184.667	1193184.667	1193184.667	1193184.667	9.00E+05	9.00E+05	9.00E+05	9.00E+05	1437913.46	638255.59	602459.21	686846.27	671510.01	2993671.72	1351011.63	1325454.08	1172428.3	602459.21	1767781.07	1400199.45	1643005.63	1580973.86	1569978.82	1839459.401	1352177.01	1720346	889135.5	1637375.4	723491	1154117	1786294.43	1767781.07	1189507.347	1847658.139	2634036.2	1786294.43	979152.26	731291.7	1193184.667	854725.37	1324927.758	801786.48	1174722.96	1289352.5	387533	889135.5	784701.66	807057.22	1026652.7	1840445.084	692681.3	802964	2152237	692681.3	1586163.4	1193184.667	1161436.8	771757.6	0	1174722.96	798871.46	0	1142610.6	9.00E+05	1482385.59	1653318.58	1482385.59	1872066.637	902707.6	1800226	1643145.901	1799690.47	1447973.099	1872066.637	1867385.357	1798641.39	1875879.065	1400199.45	1839459.401	1847658.139	1446351.354	674548.1	1848749.39	1720346	1481303.498	1702031.83	1702031.83	504015.9	807057.22	1017082.6	1017082.6	1759804.18	798871.46	2961086	1638376.647	2131197	2383441.3	1410653.74	1355434.5	2623925.3
B54458	2057538	1220298.9	2309955.8	2309955.8	2663834.8	2066274.963	1152340.65	2066274.963	1841453.08	1657036.443	2057538	2063461.249	2062743.203	2066274.963	2066274.963	2066274.963	2066274.963	1.24E+06	1.24E+06	1.24E+06	1.24E+06	1664750.89	1162148.36	1126818.15	1138507.56	1182200.47	2631093.44	2129436.9	2110972.83	2194163.6	1126818.15	1723584.65	282898.03	1675481.21	1638802.68	1637921.36	1156391.453	1644778.53	986095.36	2026825	522293.7	534611	1954169.7	1754512.75	1723584.65	2062743.203	1166266.282	2154269.8	1754512.75	1773069.33	1873215.1	2066274.963	1711937.01	1655137.538	1636236.61	32843.15	1816163.3	1387357.4	2026825	1621903.97	388175.82	1090834	1158368.028	1814899.9	1756172.9	1390897.5	1814899.9	1726175.4	2066274.963	2266896.5	489984.3	1142610.6	32843.15	382215.57	1142610.6	0	1.24E+06	358992.787	1688555.37	358992.787	1156397.238	1894358.5	1655942	871048.01	917257.65	1683078.422	1156397.238	1153286.322	917253.38	1158210.913	282898.03	1156391.453	1166266.282	1681161.157	1773569.5	1160648.56	986095.36	357694.248	996087.89	996087.89	1497995.6	388175.82	1405033.3	1405033.3	1737296.18	382215.57	2632383.68	863662.803	1220298.9	1990193.8	1612060.71	314386.4	2100027.5
ABTC84315	1668284.9	1650304.2	2019988.7	2019988.7	1996070	933371.608	185343.09	933371.608	676214.08	473530.424	1668284.9	931293.738	930496.9141	933371.608	933371.608	933371.608	933371.608	2.98E+01	1.49E+01	1.49E+01	2.98E+01	551111.66	262657.84	297268.93	213806.97	231303.29	2123122.79	930877.22	917386.95	1193925.4	297268.93	873863.88	1354724.64	744567.44	682004.87	670692.36	1233545.67	481215.67	1185594.04	1500201	1520898.6	1200584	787251.1	890379.06	873863.88	930496.9141	1238548.314	1813615.7	890379.06	638050.45	1279312.9	933371.608	651492.29	468863.357	584949.37	1266703.22	577783.9	1276748.4	1500201	580061.06	1159122.77	258415.3	1233574.908	1120318.1	782476.8	1541817	1120318.1	689614	933371.608	1411212.1	1219338.2	899654	1266703.22	1136149.36	899654	1238767.8	0.00E+00	1423050.656	754556.29	1423050.656	1282207.945	922086.4	924139.4	1163895.246	1364802.77	563872.085	1282207.945	1277470.566	1363101.61	1286607.279	1354724.64	1233545.67	1238548.314	562081.777	1027077.3	1244226.64	1185594.04	1422723.752	1151244.2	1151244.2	1383184	1159122.77	169794.9	169794.9	863572.96	1136149.36	2083725.31	1162936.38	1650304.2	1544870.1	517115.84	1238293.8	1822523.5
B54738	1899427.5	924406.5	2110793.8	2110793.8	2551560.8	2311822.713	1376310.08	2311822.713	2071664.25	1783921.639	1899427.5	2309216.854	2308461.128	2311822.713	2311822.713	2311822.713	2311822.713	1.42E+06	1.42E+06	1.42E+06	1.42E+06	1762000.54	1403952.06	1375071.15	1368373.25	1417649.16	2474503.01	2347222.16	2331440	2477501.4	1375071.15	1728970.08	82331.02	1710949.19	1686283.83	1688745.86	976210.456	1763379.36	807144.44	2370817.5	163454.6	891705.3	2185467.1	1761143.51	1728970.08	2308461.128	985522.881	1976840.6	1761143.51	2012331.72	2208484.5	2311822.713	1969577.38	1783493.512	1893159.71	332200.53	1984828.7	1743753.4	2370817.5	1880346.38	746842.65	1225315.2	978389.548	2137805.4	2034046.1	1149977.7	2137805.4	1790897.1	2311822.713	2578025.7	845487.6	1482385.6	332200.53	741207.97	1482385.6	358992.79	1.42E+06	0	1723604.81	0	960372.741	2176807.5	1633721.9	694355.562	665666.81	1780975.292	960372.741	958441.418	666284.37	960972.453	82331.02	976210.456	985522.881	1779158.461	2088697.5	977443.34	807144.44	1420.735	830443.91	830443.91	1855548	746842.65	1577524.3	1577524.3	1748620.93	741207.97	2487003.52	687119.845	924406.5	1852420.7	1707155.46	186992.4	1909458.3
B54114	1028746.1	1506847.6	1383720	1383720	1245384.2	1318465.497	938503.66	1318465.497	1092191.8	444921.013	1028746.1	1318115.63	1317416.431	1318465.497	1318465.497	1318465.497	1318465.497	7.55E+05	7.55E+05	7.55E+05	7.55E+05	297920.75	1017186.58	1051071.02	966481.28	985332.43	1400182.55	1180655.37	1185107.28	1676723.3	1051071.02	141798.49	1682360.07	13087.05	72698.73	85320.16	1044481.504	401563.91	1108827.66	2189502.3	1754880.7	1838157.6	1158450.3	145288.33	141798.49	1317416.431	1043232.355	1177578.1	145288.33	1118005.04	1967656.7	1318465.497	1212402.87	452086.953	1177054.34	1706896.42	718033.2	2031226.9	2189502.3	1181769.9	1755707.17	680477.2	1043151.709	1793037.1	1375646.8	1260794.6	1793037.1	152227.8	1318465.497	1969230	1842848.2	1653318.6	1706896.42	1731435.95	1653318.6	1688555.37	7.55E+05	1723604.807	0	1723604.807	1099005.003	1482945.3	271343.4	1162459.663	1344741.8	303700.023	1099005.003	1095740.26	1342833.21	1102776.151	1682360.07	1044481.504	1043232.355	303875.888	1692770.4	1053423.03	1108827.66	1723911.701	1067439.88	1067439.88	2136778.5	1755707.17	668324.1	668324.1	118759.5	1731435.95	1351991.03	1166270.356	1506847.6	896545.7	286739.49	1546270.2	1216329
B54739	1899427.5	924406.5	2110793.8	2110793.8	2551560.8	2311822.713	1376310.08	2311822.713	2071664.25	1783921.639	1899427.5	2309216.854	2308461.128	2311822.713	2311822.713	2311822.713	2311822.713	1.42E+06	1.42E+06	1.42E+06	1.42E+06	1762000.54	1403952.06	1375071.15	1368373.25	1417649.16	2474503.01	2347222.16	2331440	2477501.4	1375071.15	1728970.08	82331.02	1710949.19	1686283.83	1688745.86	976210.456	1763379.36	807144.44	2370817.5	163454.6	891705.3	2185467.1	1761143.51	1728970.08	2308461.128	985522.881	1976840.6	1761143.51	2012331.72	2208484.5	2311822.713	1969577.38	1783493.512	1893159.71	332200.53	1984828.7	1743753.4	2370817.5	1880346.38	746842.65	1225315.2	978389.548	2137805.4	2034046.1	1149977.7	2137805.4	1790897.1	2311822.713	2578025.7	845487.6	1482385.6	332200.53	741207.97	1482385.6	358992.79	1.42E+06	0	1723604.81	0	960372.741	2176807.5	1633721.9	694355.562	665666.81	1780975.292	960372.741	958441.418	666284.37	960972.453	82331.02	976210.456	985522.881	1779158.461	2088697.5	977443.34	807144.44	1420.735	830443.91	830443.91	1855548	746842.65	1577524.3	1577524.3	1748620.93	741207.97	2487003.52	687119.845	924406.5	1852420.7	1707155.46	186992.4	1909458.3
