	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205	
B54257	0.020538078	0.018345718	0.022979729	0.020163907	0.025406712	-0.045846693	-7.76E-03	-0.047265769	-0.023861221	7.09E-03	1.92E-02	-0.052476516	-0.045717653	-0.046842763	-0.046638466	-0.050486549	-0.051120515	-0.004789294	2.05E-03	-0.005496034	-0.004487663	9.55E-03	-0.007721706	-0.008381554	-0.007235925	-0.008862257	2.54E-02	-0.041053819	-0.037962126	0.02099626	-9.85E-03	0.008430506	-2.49E-03	0.016827695	1.93E-02	1.71E-02	0.003493246	1.03E-02	0.006020356	-0.034846988	0.00202298	-0.017254457	-0.033935039	1.196287513	0.016861963	-0.050777815	7.54E-03	-0.03313892	0.017099136	-2.66E-02	-0.034217404	-0.048285202	-0.029010509	0.011753281	-0.025945067	-4.99E-03	2.64E-03	-0.023061794	-0.033189591	-0.023594205	-0.016461226	-2.02E-03	2.75E-03	-0.041554728	-0.030766629	0.002735784	-0.039704543	0.012389951	-0.045981602	-0.036914737	-0.019610848	-0.034687965	-3.83E-03	-0.019718105	-0.034012063	-0.007107272	-0.047826553	-4.42E-03	1.37E-02	1.20E-03	0.00732313	-0.034506788	1.43E-02	-8.15E-04	0.007465409	0.015198133	3.58E-03	0.004892443	8.98E-03	2.55E-03	-6.76E-04	3.98E-03	5.42E-03	0.013688114	1.61E-02	0.007985792	0.00267516	0.000461266	0.001664475	0.001616471	-0.020148562	-1.69E-02	0.001350917	2.20E-03	2.01E-02	-0.021567532	0.023217622	-0.001987972	0.01553198	-0.039045601	9.85E-03	4.62E-04	0.018687288	
B54288	0.024032008	0.017751561	0.022032618	0.021550699	0.026142339	-0.045102803	-6.77E-03	-0.044643136	-0.022708557	8.34E-03	2.04E-02	-0.050483693	-0.044886337	-0.046475918	-0.044652378	-0.0486941	-0.051156537	-0.00204009	2.10E-03	-0.004990558	-0.005308812	9.81E-03	-0.005771451	-0.007263009	-0.006897646	-0.007671167	2.65E-02	-0.040566342	-0.037240345	0.021636608	-8.51E-03	0.009996919	-2.50E-03	0.016969371	1.64E-02	1.63E-02	0.003483148	1.11E-02	0.004630747	-0.031228086	0.002980238	-0.017532394	-0.032842092	0.016861963	1.134802461	-0.050711803	6.59E-03	-0.031875934	0.019115758	-2.67E-02	-0.03233208	-0.046537879	-0.027621758	0.010764526	-0.025222182	-4.86E-03	7.94E-04	-0.023869354	-0.03239627	-0.024203161	-0.014460133	-1.77E-03	4.08E-03	-0.039931152	-0.030149572	0.00268707	-0.038752574	0.011999787	-0.046026339	-0.036344122	-0.019512136	-0.033261293	-2.81E-03	-0.019022691	-0.032830535	-0.006619025	-0.048393369	-3.75E-03	3.18E-02	2.04E-03	0.006642591	-0.032017183	1.39E-02	2.17E-03	0.007874702	0.015410681	3.44E-03	0.00402428	8.77E-03	3.23E-03	-8.75E-04	7.17E-03	5.51E-03	0.013565337	2.07E-02	0.00857673	0.004385159	0.001494871	0.002596122	0.004447096	-0.019355439	-1.55E-02	0.001975563	3.04E-03	2.11E-02	-0.020964118	0.026417171	-0.001183486	0.015885621	-0.038801352	1.13E-02	-2.29E-03	0.020554379	
ABTC113312	-0.065914656	-0.08310288	-0.059060562	-0.05390778	-0.063849682	0.091935664	-1.05E-02	0.096570317	0.033845785	-3.78E-02	-5.90E-02	0.120836314	0.090637752	0.106340884	0.110830409	0.118610709	0.274812211	-0.015651361	-1.72E-02	-0.014262537	-0.01062803	-4.24E-02	-0.012375675	-0.008942863	-0.005549984	-0.008723746	-6.31E-02	0.064113837	0.062582107	-0.055447546	-1.01E-02	-0.041244788	-3.94E-02	-0.046859253	-4.65E-02	-5.12E-02	-0.037643651	-4.09E-02	-0.045456874	0.049573086	-0.039892839	0.004593132	0.055067168	-0.050777815	-0.050711803	1.193019509	-4.92E-02	0.053456535	-0.047377511	3.47E-02	0.054093914	0.104276782	0.038837989	-0.03785898	0.028196914	-3.46E-02	-2.19E-02	0.019250113	0.048233471	0.030050934	0.0017946	-1.60E-02	-4.36E-02	0.063054438	0.041985715	-0.040916476	0.052479186	-0.041948828	0.087077258	0.061383527	-0.002154378	0.035846099	-3.61E-02	0.00090157	0.038926097	-0.02598912	0.085701429	-3.75E-02	-4.29E-02	-4.10E-02	-0.06340143	0.051303683	-4.46E-02	-3.52E-02	-0.063304989	-0.045287315	-5.66E-02	-0.05027619	-6.56E-02	-5.09E-02	-3.65E-02	-4.53E-02	-5.00E-02	-0.044513802	-5.26E-02	-0.053558724	-0.046544235	-0.039219708	-0.037235324	-0.039574084	0.013643724	3.38E-03	-0.02494956	-2.72E-02	-4.69E-02	-0.008875661	-0.059871133	-0.040079152	-0.080561073	0.052841522	-4.17E-02	-3.65E-02	-0.053766755	
B55292	0.009725814	0.022764783	0.011833831	0.004552188	0.011427094	-0.044568501	-6.27E-03	-0.045234732	-0.023027286	7.32E-04	3.21E-03	-0.04862378	-0.043678519	-0.044335376	-0.043481187	-0.047291383	-0.050177742	-0.00588614	1.62E-04	-0.003495254	-0.005715239	8.16E-05	-0.005885304	-0.00525725	-0.006619814	-0.006325995	1.11E-02	-0.038978768	-0.035332228	0.011579079	-6.64E-03	0.001459747	2.21E-03	0.004846053	6.56E-03	6.23E-03	0.009667585	6.34E-03	0.012406209	-0.033049322	0.009701484	-0.016092917	-0.031676794	0.007538708	0.006594045	-0.049245335	1.08E+00	-0.031835449	0.005113135	-2.45E-02	-0.031317184	-0.045113873	-0.025679682	0.006775024	-0.024478476	-7.91E-04	-1.66E-03	-0.02190086	-0.032513895	-0.022864576	-0.013191771	-3.46E-03	2.46E-02	-0.038527617	-0.027800588	0.007373184	-0.037978782	0.001380828	-0.043199436	-0.035028861	-0.017261236	-0.032315001	-8.26E-04	-0.01789789	-0.033312055	-0.00331097	-0.046959732	7.99E-04	2.17E-03	4.19E-03	0.014379445	-0.031381594	4.78E-03	5.75E-03	0.016572753	0.006823503	1.13E-02	0.012982256	1.87E-02	1.25E-02	1.80E-03	1.29E-02	2.29E-01	0.006964398	3.09E-03	0.015590619	0.012348156	0.004770978	0.007742155	0.008548308	-0.018837613	-1.36E-02	-0.00166374	-1.30E-03	3.33E-03	-0.018763804	0.004993823	0.007712307	0.022091606	-0.037492836	-9.34E-05	2.80E-03	0.006564306	
B33180	-0.045117988	-0.055820226	-0.037615256	-0.037920873	-0.041679091	0.054840248	-4.15E-03	0.048082537	0.022714101	-2.48E-02	-4.32E-02	0.060751085	0.051939325	0.053393608	0.055987758	0.055551529	0.053223877	-0.009336347	-9.99E-03	-0.009596138	-0.006624176	-2.83E-02	-0.006295369	-0.005954263	-0.002002054	-0.004686195	-4.03E-02	0.044671119	0.043565297	-0.034097573	-4.88E-03	-0.026619783	-2.52E-02	-0.031475623	-2.96E-02	-3.15E-02	-0.025250361	-2.59E-02	-0.029796136	0.039194223	-0.026379889	0.008676719	0.038410952	-0.03313892	-0.031875934	0.053456535	-3.18E-02	1.096889615	-0.031304989	2.35E-02	0.04031275	0.055733987	0.030151944	-0.023916401	0.023910568	-2.20E-02	-1.32E-02	0.018908217	0.038511532	0.022731748	0.002203418	-9.42E-03	-3.07E-02	0.046350143	0.031240934	-0.027713965	0.044081315	-0.028967996	0.052240793	0.043700477	0.00232499	0.032585668	-2.41E-02	0.002034741	0.032501821	-0.016160047	0.057244766	-2.50E-02	-2.97E-02	-2.63E-02	-0.042752736	0.038923066	-2.94E-02	-2.32E-02	-0.045314929	-0.028531558	-3.90E-02	-0.03274906	-4.47E-02	-3.49E-02	-2.41E-02	-2.87E-02	-3.27E-02	-0.028830901	-3.65E-02	-0.034909016	-0.03052874	-0.023663642	-0.024545298	-0.024008038	0.014145291	3.35E-03	-0.015400651	-1.67E-02	-3.14E-02	-0.002457784	-0.041734086	-0.028613384	-0.055805787	0.045233434	-2.79E-02	-2.43E-02	-0.034427669	
B54256	0.020095925	0.015833161	0.021618236	0.02202915	0.02407223	-0.041451444	-7.27E-03	-0.042862123	-0.021020452	8.26E-03	1.84E-02	-0.047963328	-0.042487787	-0.042869381	-0.04165742	-0.045383421	-0.046288923	-0.002777471	8.99E-04	-0.004922177	-0.003984678	1.23E-02	-0.006758145	-0.006528669	-0.005869919	-0.00791381	2.54E-02	-0.038441979	-0.034539948	0.020120857	-6.75E-03	0.009731058	-2.47E-03	0.016809395	1.75E-02	1.60E-02	0.002863702	1.13E-02	0.004747898	-0.031006941	0.001334598	-0.01578868	-0.030422313	0.017099136	0.019115758	-0.047377511	5.11E-03	-0.031304989	1.05483675	-2.55E-02	-0.030991674	-0.043715535	-0.026906881	0.009495915	-0.022704879	-4.42E-03	3.25E-03	-0.02175726	-0.030866084	-0.02272842	-0.013420183	-2.78E-03	3.61E-03	-0.037473294	-0.027841908	0.002239105	-0.036533957	0.015376245	-0.041207124	-0.033872183	-0.017518761	-0.030162669	-2.93E-03	-0.018391814	-0.031586101	-0.007120452	-0.045036027	-3.44E-03	1.36E-02	1.68E-03	0.004845611	-0.031423597	1.68E-02	1.84E-03	0.005829915	0.014653716	4.19E-03	0.003030671	7.87E-03	3.26E-03	-1.50E-03	4.93E-03	5.63E-03	0.012790291	1.99E-02	0.006009116	0.003824833	0.000358231	0.001496794	0.003762647	-0.018062563	-1.57E-02	0.00139205	6.95E-04	2.10E-02	-0.019299229	0.023972353	-0.001466254	0.014075386	-0.037668842	7.17E-03	-7.63E-04	0.019541869	
B48315	-0.036264635	-0.04518423	-0.029602095	-0.03116052	-0.034407914	0.036123291	-3.27E-03	0.031311761	0.018621737	-1.88E-02	-3.52E-02	0.040099353	0.032931984	0.033305773	0.034637078	0.036969472	0.031382868	-0.0065831	-8.39E-03	-0.005895008	-0.004004546	-2.21E-02	-0.004550513	-0.00292678	-0.001239922	-0.003472692	-3.30E-02	0.030440946	0.029334374	-0.028055398	-4.93E-03	-0.020703273	-2.28E-02	-0.025411355	-2.46E-02	-2.64E-02	-0.018166981	-2.10E-02	-0.023999518	0.024415407	-0.020760847	0.001269592	0.025057624	-0.026584297	-0.026710148	0.03471953	-2.45E-02	0.023545317	-0.025495143	1.10E+00	0.024381347	0.0358624	0.022446288	-0.018588549	0.019728405	-1.96E-02	-1.01E-02	0.006311157	0.022518688	0.021513974	-0.00121702	-7.96E-03	-2.43E-02	0.025538445	0.022116678	-0.020052777	0.021851502	-0.022734055	0.032699701	0.027998769	-0.002419718	0.01863679	-2.03E-02	-0.002440055	0.019914541	-0.014716672	0.0356859	-2.23E-02	-2.37E-02	-2.23E-02	-0.033740977	0.024157182	-2.37E-02	-1.68E-02	-0.036149466	-0.023042962	-2.96E-02	-0.028082048	-3.65E-02	-2.71E-02	-2.01E-02	-2.26E-02	-2.65E-02	-0.022554404	-3.05E-02	-0.028026023	-0.02284724	-0.020237801	-0.018351408	-0.019113315	0.004706706	6.53E-05	-0.0135028	-1.29E-02	-2.63E-02	-0.006311626	-0.03363152	-0.022409963	-0.044486634	0.024786014	-2.15E-02	-2.09E-02	-0.028795812	
B49330	-0.043565183	-0.054885566	-0.036812744	-0.038600962	-0.041775724	0.054100213	-4.01E-03	0.048643153	0.023075876	-2.42E-02	-4.14E-02	0.060666065	0.051478067	0.052104775	0.054794836	0.057211421	0.052343148	-0.008980369	-9.72E-03	-0.008057152	-0.00666746	-2.85E-02	-0.00746762	-0.004719296	-0.00340958	-0.004439609	-4.17E-02	0.043385476	0.044198078	-0.034116969	-4.04E-03	-0.02743531	-2.51E-02	-0.030441537	-3.09E-02	-3.23E-02	-0.02509155	-2.55E-02	-0.029806736	0.040499256	-0.025952937	0.008254106	0.036890853	-0.034217404	-0.03233208	0.054093914	-3.13E-02	0.04031275	-0.030991674	2.44E-02	1.093334198	0.055043264	0.027505654	-0.023044849	0.022692353	-2.19E-02	-1.34E-02	0.022833643	0.040444726	0.022384951	0.002843165	-8.91E-03	-3.00E-02	0.046865704	0.029705858	-0.026339859	0.042857162	-0.029413264	0.050435466	0.048267843	0.003106161	0.031568492	-2.31E-02	0.001628422	0.030610901	-0.017060056	0.057605288	-2.41E-02	-3.13E-02	-2.62E-02	-0.042769966	0.03692679	-2.95E-02	-2.18E-02	-0.042819018	-0.028859748	-3.87E-02	-0.033819272	-4.23E-02	-3.44E-02	-2.24E-02	-2.87E-02	-3.32E-02	-0.028711191	-3.82E-02	-0.033664497	-0.030548988	-0.023511041	-0.023569481	-0.026254284	0.018994086	4.16E-03	-0.01508053	-1.72E-02	-3.18E-02	-0.003017325	-0.041459108	-0.027578763	-0.054520702	0.044379167	-2.80E-02	-2.17E-02	-0.035869713	
ABTC113313	-0.064093846	-0.080446026	-0.054573572	-0.05301417	-0.061136119	0.092122633	-6.10E-03	0.103403244	0.035105118	-3.43E-02	-5.97E-02	0.107452815	0.111475036	0.10018883	0.095556313	0.121887907	0.097193581	-0.01186768	-1.28E-02	-0.012908217	-0.008508593	-3.93E-02	-0.009037378	-0.005773183	-0.002171042	-0.004903648	-6.09E-02	0.06987199	0.067220273	-0.050903695	-7.48E-03	-0.039228768	-3.64E-02	-0.044364336	-4.38E-02	-4.77E-02	-0.035686576	-3.74E-02	-0.042333998	0.051516029	-0.037050129	0.008816623	0.055610411	-0.048285202	-0.046537879	0.104276782	-4.51E-02	0.055733987	-0.043715535	3.59E-02	0.055043264	1.209839582	0.042670092	-0.034984358	0.032992153	-3.15E-02	-1.76E-02	0.024290008	0.051179032	0.031658952	0.005538829	-1.31E-02	-4.28E-02	0.065594562	0.041651723	-0.038751206	0.057678285	-0.039212115	0.106428884	0.063253856	0.003600894	0.043330372	-3.35E-02	0.006627521	0.046155244	-0.023371248	0.094112374	-3.57E-02	-4.37E-02	-3.73E-02	-0.061636525	0.054864338	-4.19E-02	-3.33E-02	-0.062772623	-0.041314923	-5.53E-02	-0.05009649	-6.31E-02	-4.94E-02	-3.33E-02	-4.23E-02	-4.77E-02	-0.040455137	-5.28E-02	-0.050047228	-0.043245778	-0.035986169	-0.033854686	-0.037040424	0.017165406	7.18E-03	-0.022496419	-2.40E-02	-4.54E-02	-0.000738575	-0.059923773	-0.039765148	-0.079937565	0.061656293	-3.88E-02	-3.37E-02	-0.050628778	
B48221	-0.039003179	-0.048409356	-0.031446092	-0.033479867	-0.036575547	0.041471151	-3.63E-03	0.033424199	0.01885403	-2.01E-02	-3.81E-02	0.045651729	0.03912199	0.039378569	0.041498651	0.041089476	0.040426891	-0.007311894	-9.04E-03	-0.006119652	-0.004007536	-2.22E-02	-0.005681824	-0.003715175	-0.002016896	-0.004556886	-3.60E-02	0.034917295	0.033283572	-0.028839494	-4.41E-03	-0.022662423	-2.22E-02	-0.025419582	-2.57E-02	-2.87E-02	-0.020503259	-2.32E-02	-0.026109673	0.027359402	-0.022530069	0.001852762	0.027724343	-0.029010509	-0.027621758	0.038837989	-2.57E-02	0.030151944	-0.026906881	2.24E-02	0.027505654	0.042670092	1.086865544	-0.019377902	0.025664006	-1.83E-02	-1.02E-02	0.008274104	0.026000381	0.019203403	-0.001455167	-7.93E-03	-2.53E-02	0.033120899	0.025774716	-0.02119826	0.029803269	-0.023964679	0.038623362	0.032763898	-0.00158722	0.022898246	-2.04E-02	-0.001104786	0.023148559	-0.014983059	0.041527701	-2.22E-02	-2.47E-02	-2.39E-02	-0.035892667	0.029952107	-2.56E-02	-1.96E-02	-0.039584495	-0.024318042	-3.34E-02	-0.029057044	-3.73E-02	-2.87E-02	-2.13E-02	-2.54E-02	-2.78E-02	-0.02416141	-3.29E-02	-0.031422898	-0.025484014	-0.021098007	-0.01846767	-0.021124564	0.006034711	5.44E-04	-0.012532886	-1.44E-02	-2.80E-02	-0.006257818	-0.036243126	-0.022395387	-0.048218521	0.030659459	-2.39E-02	-2.10E-02	-0.031138126	
ABTC119904	0.01462022	0.013997788	0.014955211	0.012819359	0.016887128	-0.033347982	-4.57E-03	-0.035721655	-0.015703141	2.11E-02	1.39E-02	-0.035955861	-0.03261084	-0.034380229	-0.032561021	-0.036339915	-0.038618939	-0.001204831	3.96E-03	-0.003633079	-0.003094724	1.13E-02	-0.003683615	-0.004362589	-0.003931342	-0.005234495	1.82E-02	-0.029223454	-0.027292162	0.014200474	-5.61E-03	0.007451845	-7.74E-04	0.009765523	1.12E-02	9.26E-03	0.002887888	1.02E-02	0.004560576	-0.024846122	0.002447328	-0.013022829	-0.023572734	0.011753281	0.010764526	-0.03785898	6.78E-03	-0.023916401	0.009495915	-1.86E-02	-0.023044849	-0.034984358	-0.019377902	1.069744706	-0.018019754	-2.51E-03	3.90E-03	-0.018300118	-0.023667916	-0.017536419	-0.009795173	-8.84E-04	3.31E-03	-0.030209227	-0.021027266	0.003656075	-0.029715952	0.010420802	-0.035403586	-0.026745638	-0.014566058	-0.026038462	-1.60E-03	-0.013278653	-0.025787971	-0.005176039	-0.035531851	-1.87E-03	8.94E-03	1.24E-03	0.007254829	-0.024467515	8.37E-03	3.17E-04	0.006381202	0.010614042	4.91E-03	0.004639117	8.18E-03	5.13E-03	8.31E-04	3.62E-03	5.07E-03	0.010927888	1.21E-02	0.007630052	0.00443535	0.001549056	0.002794226	0.003193124	-0.014487781	-1.08E-02	0.002662841	1.98E-03	1.17E-02	-0.01577335	0.014681789	-0.000164654	0.01335603	-0.029522958	8.82E-03	-1.01E-03	0.013376178	
B48236	-0.033694359	-0.043909343	-0.027105232	-0.029324484	-0.033395084	0.033042067	-3.59E-03	0.026853773	0.01633555	-1.88E-02	-3.35E-02	0.037580785	0.0332734	0.029847529	0.033762094	0.031253318	0.028960964	-0.007355417	-8.33E-03	-0.006196851	-0.003673635	-2.11E-02	-0.005633392	-0.002466545	-0.00165538	-0.00351563	-3.24E-02	0.029075038	0.027618168	-0.026690276	-1.71E-03	-0.020480346	-2.06E-02	-0.023707903	-2.28E-02	-2.58E-02	-0.018235968	-2.01E-02	-0.024465094	0.021208647	-0.019172387	0.000314319	0.022420733	-0.025945067	-0.025222182	0.028196914	-2.45E-02	0.023910568	-0.022704879	1.97E-02	0.022692353	0.032992153	0.025664006	-0.018019754	1.089899421	-1.86E-02	-1.12E-02	0.005064315	0.021523018	0.025047017	-0.00185299	-5.80E-03	-2.38E-02	0.026598359	0.021861263	-0.020883657	0.02326529	-0.022780846	0.03041249	0.025384885	-0.004649624	0.018167276	-2.15E-02	-0.002544141	0.018901822	-0.013335042	0.033301711	-2.00E-02	-2.23E-02	-2.19E-02	-0.031501848	0.022845842	-2.14E-02	-1.76E-02	-0.035235419	-0.021580205	-2.83E-02	-0.026996898	-3.54E-02	-2.72E-02	-1.93E-02	-2.20E-02	-2.56E-02	-0.022153296	-2.90E-02	-0.027889646	-0.024579245	-0.018932574	-0.016855936	-0.020221138	0.004444108	-2.33E-03	-0.012047231	-1.33E-02	-2.46E-02	-0.007999366	-0.032639539	-0.020961771	-0.043184693	0.023533122	-2.05E-02	-1.91E-02	-0.027474819	
B54436	-0.00444382	0.006582168	0.000567178	-0.00706253	-0.002319957	-0.029221652	-7.09E-03	-0.031568827	-0.016146779	-8.78E-03	-8.33E-03	-0.032884632	-0.030244046	-0.030606697	-0.030009854	-0.032722554	-0.034962278	-0.007193102	-2.86E-03	-0.007807245	-0.008368518	-9.00E-03	-0.007757209	-0.008496903	-0.007529945	-0.008787612	-3.07E-03	-0.027423976	-0.024905171	0.001477895	-7.91E-03	-0.006991856	1.60E-02	-0.003471167	-3.77E-03	-4.81E-03	-0.00140896	-1.85E-03	0.000222159	-0.022683357	-0.001411331	-0.006215889	-0.022561279	-0.004993231	-0.00486453	-0.034579663	-7.91E-04	-0.02200278	-0.004423028	-1.96E-02	-0.021923823	-0.031495168	-0.018313643	-0.002509971	-0.01862121	1.07E+00	-5.17E-03	-0.014801798	-0.020420978	-0.017959866	-0.002782888	-7.56E-03	-2.02E-04	-0.026511892	-0.01965503	-0.001136395	-0.026449541	-0.009367375	-0.030794669	-0.024316428	-0.006173304	-0.023830274	2.69E-01	-0.004641319	-0.02326518	0.025935986	-0.031689054	1.35E-02	-6.10E-03	1.32E-02	-0.000572465	-0.023808725	-3.62E-03	-4.67E-04	0.002275324	-0.001199869	-2.48E-03	0.000327129	4.91E-03	1.45E-03	1.32E-02	-1.74E-03	1.70E-05	-0.004220052	-7.59E-03	0.000191425	0.000834864	0.010640783	-0.000112658	-0.000542995	-0.013632265	-2.54E-03	-0.008739454	-5.80E-03	-6.65E-03	-0.003263427	-0.008352731	0.001045955	0.005181933	-0.027246525	-8.17E-03	1.03E-02	-0.003962924	
B48426	0.002047016	-0.001802611	0.004355825	0.001962743	0.00364219	-0.017542984	-4.32E-03	-0.018703758	-0.0077011	3.03E-03	-3.90E-04	-0.019912875	-0.017739452	-0.019109905	-0.017518827	-0.019465941	-0.021872009	0.000137068	9.38E-04	-0.003084017	-0.002914324	-3.00E-04	-0.002814495	-0.004408098	-0.004060357	-0.005335871	4.34E-03	-0.014204823	-0.013313443	0.003190292	-3.38E-03	-0.000555061	-4.54E-03	0.00157368	1.48E-03	1.32E-03	-0.000938022	2.58E-03	-0.002544716	-0.013830646	-0.001975199	-0.009495192	-0.011936146	0.002637224	0.000794012	-0.021940046	-1.66E-03	-0.013219837	0.003252509	-1.01E-02	-0.013382354	-0.017585122	-0.010249188	0.003901501	-0.011197733	-5.17E-03	1.05E+00	-0.012997553	-0.015038453	-0.008174318	-0.007977409	-2.70E-03	-4.51E-03	-0.017794988	-0.011857175	-0.002682257	-0.018060767	0.000851396	-0.01775212	-0.013926367	-0.010438394	-0.014871678	-4.83E-03	-0.010558746	-0.015191049	-0.0067851	-0.018412638	-5.74E-03	2.49E-05	-4.07E-03	-0.003473622	-0.012384323	7.13E-04	-3.23E-03	-0.005448848	0.002622789	-5.64E-03	-0.003333143	-2.53E-03	-2.80E-03	-4.00E-03	-2.06E-03	-2.23E-03	0.001458556	1.23E-03	-0.001759494	-0.002676481	-0.003326895	-0.000843368	-0.002112121	-0.010160201	-7.96E-03	0.000271462	-1.09E-03	-8.29E-04	-0.012688523	0.00191555	-0.004056983	-0.00187564	-0.015896807	-3.81E-04	-3.38E-03	0.002357758	
B55501	-0.029731979	-0.031949083	-0.024247845	-0.0253067	-0.027117886	0.024004549	-7.30E-03	0.017774701	0.006775015	-2.19E-02	-2.81E-02	0.024718953	0.020208311	0.02072684	0.023406334	0.021930007	0.018647699	-0.009515406	-1.00E-02	-0.011717205	-0.009428129	-2.36E-02	-0.008574342	-0.008391344	-0.007690683	-0.008162215	-2.61E-02	0.019042092	0.019346799	-0.022543871	-7.06E-03	-0.019756462	-1.56E-02	-0.021095699	-2.07E-02	-2.41E-02	-0.01918796	-1.97E-02	-0.020387526	0.023590337	-0.018783835	0.005458578	0.015937376	-0.023061794	-0.023869354	0.019250113	-2.19E-02	0.018908217	-0.02175726	6.31E-03	0.022833643	0.024290008	0.008274104	-0.018300118	0.005064315	-1.48E-02	-1.30E-02	1.080311894	0.025331266	0.005105333	0.000421242	-1.15E-02	-1.91E-02	0.020634649	0.013403808	-0.018565669	0.017748844	-0.021382124	0.020340147	0.024344776	0.002360543	0.014998718	-1.57E-02	-0.003320149	0.015461498	-0.009503823	0.023851654	-1.54E-02	-2.20E-02	-1.61E-02	-0.027887197	0.015124845	-2.07E-02	-1.61E-02	-0.024444953	-0.021041979	-2.61E-02	-0.020773507	-2.39E-02	-2.11E-02	-1.40E-02	-2.11E-02	-2.24E-02	-0.021346253	-2.58E-02	-0.024678827	-0.02039877	-0.015178349	-0.018761479	-0.019167702	0.031866317	-1.81E-04	-0.014311969	-1.43E-02	-2.39E-02	-0.005454221	-0.027578314	-0.016241398	-0.031113212	0.017840537	-2.19E-02	-1.54E-02	-0.024315788	
B52750	-0.043892319	-0.053131916	-0.036385426	-0.037629543	-0.040736357	0.051554463	-5.56E-03	0.045872202	0.020451157	-2.59E-02	-4.17E-02	0.055539267	0.048105462	0.048697138	0.051927657	0.052917844	0.050566915	-0.00997544	-1.09E-02	-0.009820959	-0.008129438	-2.72E-02	-0.007843776	-0.006881104	-0.003158144	-0.007063936	-4.06E-02	0.041512664	0.041431764	-0.033743103	-6.11E-03	-0.028183502	-2.43E-02	-0.030203003	-3.00E-02	-3.23E-02	-0.025529043	-2.68E-02	-0.030311845	0.069334083	-0.026463565	0.008819587	0.035236426	-0.033189591	-0.03239627	0.048233471	-3.25E-02	0.038511532	-0.030866084	2.25E-02	0.040444726	0.051179032	0.026000381	-0.023667916	0.021523018	-2.04E-02	-1.50E-02	0.025331266	1.092861056	0.020445436	0.001742885	-9.30E-03	-3.05E-02	0.043018348	0.029422013	-0.026555929	0.039070539	-0.027405359	0.047799206	0.043374314	0.002003379	0.029472646	-2.27E-02	0.000982884	0.029934042	-0.01435964	0.051886843	-2.33E-02	-2.94E-02	-2.51E-02	-0.042033121	0.035682109	-2.85E-02	-2.35E-02	-0.042481157	-0.028879476	-3.90E-02	-0.032470838	-4.16E-02	-3.34E-02	-2.20E-02	-2.98E-02	-3.39E-02	-0.02873031	-3.70E-02	-0.034300099	-0.03096881	-0.023972466	-0.02361507	-0.025220251	0.020797223	3.29E-03	-0.017990369	-1.72E-02	-3.02E-02	-0.002445573	-0.040230403	-0.027886647	-0.052690883	0.039317582	-2.83E-02	-2.35E-02	-0.035955087	
B48235	-0.032693903	-0.04201852	-0.02747195	-0.02920477	-0.030448603	0.031375306	-2.75E-03	0.025881771	0.014946065	-1.80E-02	-3.23E-02	0.033347107	0.029475674	0.028448526	0.032448782	0.03170649	0.027385653	-0.006888455	-7.47E-03	-0.005950722	-0.00379076	-1.95E-02	-0.004173493	-0.003462913	-0.002505751	-0.004135655	-3.11E-02	0.025204137	0.02623106	-0.025195691	-2.25E-03	-0.019458149	-1.90E-02	-0.022330166	-2.08E-02	-2.42E-02	-0.016675951	-1.93E-02	-0.023155618	0.018053079	-0.01854255	0.001903084	0.021254771	-0.023594205	-0.024203161	0.030050934	-2.29E-02	0.022731748	-0.02272842	2.15E-02	0.022384951	0.031658952	0.019203403	-0.017536419	0.025047017	-1.80E-02	-8.17E-03	0.005105333	0.020445436	1.081783414	-0.001321303	-5.69E-03	-2.13E-02	0.024120812	0.019356791	-0.019154993	0.019749216	-0.02141362	0.027750987	0.024346536	-0.004525757	0.016821266	-1.93E-02	-0.003603015	0.017213804	-0.013000691	0.033614394	-1.96E-02	-2.17E-02	-2.01E-02	-0.030384822	0.02258411	-2.08E-02	-1.60E-02	-0.034300657	-0.020918117	-2.86E-02	-0.025064798	-3.44E-02	-2.51E-02	-1.80E-02	-2.13E-02	-2.30E-02	-0.020791948	-2.85E-02	-0.026030991	-0.020442074	-0.019580552	-0.016218015	-0.018520885	0.003082394	-1.68E-03	-0.010425638	-1.05E-02	-2.47E-02	-0.007990437	-0.031809649	-0.019897408	-0.042020422	0.022904988	-2.04E-02	-1.76E-02	-0.02696282	
