	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205	
ABTC119786	0.016691645	0.015732629	0.019731788	0.015022227	0.021809564	-0.038949501	-6.42E-03	-0.040324134	-0.020322244	1.09E-02	1.61E-02	-0.042870118	-0.039329193	-0.039846406	-0.039129167	-0.041495461	-0.044766563	-0.001441104	2.85E-03	-0.003584939	-0.005009474	1.54E-02	-0.00505145	-0.005997655	-0.005506958	-0.005141527	2.21E-02	-0.035037501	-0.032271893	0.016810308	-5.37E-03	0.009473974	-1.81E-03	0.015324821	1.47E-02	1.32E-02	0.002985042	1.39E-02	0.005022251	-0.028904975	0.002631442	-0.01570701	-0.028349067	0.013688114	0.013565337	-0.044513802	6.96E-03	-0.028830901	0.012790291	-2.26E-02	-0.028711191	-0.040455137	-0.02416141	0.010927888	-0.022153296	-4.22E-03	1.46E-03	-0.021346253	-0.02873031	-0.020791948	-0.013095403	-2.10E-03	3.25E-03	-0.034672117	-0.025839273	0.003358957	-0.034374356	0.012077949	-0.039875957	-0.031454527	-0.01604879	-0.031498408	-2.48E-03	-0.015228529	-0.029933951	-0.005858097	-0.041473206	-1.98E-03	1.14E-02	1.09E-03	0.006379213	-0.028739302	1.04E-02	1.18E-03	0.00734674	0.019062408	4.17E-03	0.004071091	8.82E-03	3.38E-03	-5.06E-04	4.75E-03	6.32E-03	1.073867798	1.57E-02	0.008029502	0.004614017	0.001972757	0.002890844	0.003760176	-0.015527375	-1.33E-02	0.005800062	4.51E-03	1.30E-02	-0.017141014	0.020247028	0.000559963	0.015475092	-0.034728103	2.15E-02	1.88E-05	0.016545561	
B32011	0.047143562	0.019953283	0.033100398	0.03786632	0.040055742	-0.050958644	-1.08E-02	-0.048987353	-0.027890288	8.41E-03	5.27E-02	-0.057130044	-0.049806883	-0.050831439	-0.051466933	-0.053875479	-0.052987512	-0.002239843	1.16E-03	-0.007957518	-0.008107717	1.17E-02	-0.007781069	-0.011386235	-0.010180219	-0.012343742	4.19E-02	-0.044887655	-0.041789542	0.02851547	-1.20E-02	0.009868856	-6.94E-03	0.019944543	1.91E-02	1.74E-02	0.000536768	1.25E-02	0.002572887	-0.035874464	-0.000291809	-0.02031934	-0.037055661	0.016102287	0.020656162	-0.052643118	3.09E-03	-0.036485665	0.019909404	-3.05E-02	-0.038212244	-0.052767117	-0.032884034	0.012080371	-0.029023404	-7.59E-03	1.23E-03	-0.025834574	-0.036981242	-0.028545274	-0.019939435	-5.40E-03	-7.55E-05	-0.045132178	-0.034333999	-0.000419629	-0.043077608	0.014714289	-0.049102278	-0.04236071	-0.021434478	-0.037277306	-6.89E-03	-0.023601125	-0.037359339	-0.011959539	-0.053242415	-6.95E-03	1.49E-02	-2.26E-05	0.002588571	-0.040143066	1.83E-02	-4.66E-03	0.00493554	0.014802914	-6.07E-04	0.002884082	8.29E-03	3.86E-05	-3.91E-03	3.48E-03	2.69E-03	0.015694754	1.09E+00	0.004662776	0.001920769	-0.000481547	0.001334329	-0.001039002	-0.021258932	-1.87E-02	0.001270385	2.24E-03	2.04E-02	-0.025166152	0.043968873	-0.005308462	0.017209191	-0.042424289	1.27E-02	-4.86E-03	0.033253379	
B55308	0.011108579	0.033925699	0.015021047	0.004967042	0.014566389	-0.047768621	-6.73E-03	-0.048873182	-0.024189267	9.73E-04	3.54E-03	-0.052213905	-0.046925599	-0.047723239	-0.047274034	-0.051281951	-0.053256523	-0.004794458	2.15E-03	-0.00516486	-0.00633804	1.46E-04	-0.00596033	-0.006758331	-0.006739745	-0.008278766	1.35E-02	-0.04250524	-0.038684599	0.014608797	-8.47E-03	0.002036122	2.96E-03	0.006916804	9.14E-03	8.13E-03	0.010011305	7.54E-03	0.014841685	-0.034755582	0.010241686	-0.015823149	-0.034437272	0.007985792	0.00857673	-0.053558724	1.56E-02	-0.034909016	0.006009116	-2.80E-02	-0.033664497	-0.050047228	-0.031422898	0.007630052	-0.027889646	1.91E-04	-1.76E-03	-0.024678827	-0.034300099	-0.026030991	-0.013431553	-3.63E-03	9.31E-03	-0.042314625	-0.031575845	0.00849112	-0.04023583	0.001035661	-0.048351045	-0.038453323	-0.017539732	-0.036546223	1.98E-03	-0.017432189	-0.035295378	-0.003454977	-0.050243513	1.01E-03	3.37E-03	5.56E-03	0.030426392	-0.036176418	7.55E-03	6.98E-03	0.025664707	0.009730845	2.32E-02	0.025655906	2.65E-02	2.34E-02	3.19E-03	1.52E-02	1.49E-02	0.008029502	4.66E-03	1.245021105	0.015286108	0.005142877	0.007575725	0.009714339	-0.020093312	-1.50E-02	-0.003621103	-1.74E-03	4.22E-03	-0.019607497	0.007188626	0.007467476	0.033371812	-0.042898692	1.69E-03	3.53E-03	0.008741966	
B55370	0.00561711	0.034124048	0.009792207	-0.000173691	0.008528157	-0.040191861	-5.06E-03	-0.042308938	-0.021576581	-2.08E-04	-8.90E-04	-0.046531931	-0.041634229	-0.041828206	-0.041133151	-0.044753908	-0.045523649	-0.003760778	-6.66E-04	-0.004367009	-0.006394674	-2.26E-04	-0.004652964	-0.006125911	-0.007578315	-0.008757616	8.38E-03	-0.037873534	-0.033251602	0.009204157	-6.78E-03	0.000500525	5.11E-03	0.003062664	3.94E-03	4.50E-03	0.008757971	4.27E-03	0.019005996	-0.029602669	0.006969068	-0.01417319	-0.03065168	0.00267516	0.004385159	-0.046544235	1.23E-02	-0.03052874	0.003824833	-2.28E-02	-0.030548988	-0.043245778	-0.025484014	0.00443535	-0.024579245	8.35E-04	-2.68E-03	-0.02039877	-0.03096881	-0.020442074	-0.012699197	-4.21E-03	9.79E-03	-0.036846684	-0.026648283	0.006590371	-0.035747857	-0.000829242	-0.041206323	-0.033097789	-0.016091026	-0.02965877	4.49E-04	-0.016421609	-0.030032176	-0.002188393	-0.044062358	3.80E-03	2.95E-03	6.86E-03	0.019387258	-0.030735605	2.77E-03	8.72E-03	0.029418907	0.005078964	1.59E-02	0.017153488	3.08E-02	1.49E-02	2.84E-03	1.47E-02	1.08E-02	0.004614017	1.92E-03	0.015286108	1.072788835	0.004909171	0.021508689	0.013966474	-0.016861615	-1.25E-02	-0.002970302	-2.70E-03	1.08E-03	-0.017170646	0.001606568	0.015441853	0.033673567	-0.035424878	-1.33E-03	4.67E-03	0.00481463	
B54740	0.001855676	0.015386651	0.005781056	-0.000130082	0.003655502	-0.032859623	-5.55E-03	-0.034868361	-0.018059022	-2.69E-03	-9.48E-04	-0.037151994	-0.033459419	-0.03428785	-0.033445896	-0.036174205	-0.038411057	-0.005100428	-7.81E-04	-0.004557528	-0.004988151	-2.12E-03	-0.00612519	-0.006825888	-0.006221226	-0.007058887	4.60E-03	-0.030599496	-0.028387086	0.006540576	-6.39E-03	-0.000809962	2.76E-02	0.000361007	2.91E-03	1.26E-03	0.003865643	7.92E-04	0.00647159	-0.02361485	0.002496484	-0.01042218	-0.024462169	0.000461266	0.001494871	-0.039219708	4.77E-03	-0.023663641	0.000358231	-2.02E-02	-0.023511041	-0.035986169	-0.021098007	0.001549056	-0.018932574	1.06E-02	-3.33E-03	-0.015178349	-0.023972466	-0.019580552	-0.005849269	-5.24E-03	5.51E-03	-0.029355954	-0.021834397	0.003349778	-0.029854764	-0.001193424	-0.03456369	-0.026095556	-0.009636928	-0.024099318	9.97E-03	-0.010163403	-0.024639215	0.008327039	-0.036224379	5.34E-02	-1.31E-03	3.92E-02	0.006514626	-0.025407353	1.88E-04	1.88E-03	0.009603504	0.002278453	5.15E-03	0.006328924	1.21E-02	6.89E-03	2.26E-02	2.09E-03	5.72E-03	0.001972757	-4.82E-04	0.005142877	0.004909171	1.067845583	0.003798178	0.004229027	-0.012659238	-8.18E-03	-0.004035164	-3.74E-03	-7.28E-04	-0.00978618	-0.001596053	0.005508549	0.016396402	-0.030133308	-3.25E-03	1.72E-02	0.002866454	
B55399	0.002130676	0.01421118	0.005122597	-0.001076729	0.002748812	-0.031383825	-1.99E-03	-0.034282433	-0.015782242	-1.18E-03	-1.27E-03	-0.036592433	-0.032050512	-0.033583323	-0.031489731	-0.035564518	-0.036754399	-0.004410725	-1.26E-03	-0.002026536	-0.004227175	-2.32E-04	-0.001610109	-0.003046688	-0.004206898	-0.006166362	4.37E-03	-0.027934816	-0.027271174	0.005366307	-4.73E-03	0.000891876	2.71E-03	0.002450069	2.83E-03	2.56E-03	0.0075382	2.74E-03	0.009162133	-0.023961391	0.004251519	-0.011557372	-0.023768166	0.001664475	0.002596122	-0.037235324	7.74E-03	-0.024545298	0.001496794	-1.84E-02	-0.023569481	-0.033854686	-0.01846767	0.002794226	-0.016855936	-1.13E-04	-8.43E-04	-0.018761479	-0.02361507	-0.016218015	-0.009725997	-1.11E-03	6.56E-03	-0.028162161	-0.021557607	0.006130547	-0.028160238	0.000743116	-0.032691324	-0.025611183	-0.013451383	-0.024054302	-2.08E-04	-0.013019317	-0.024211161	-0.003349597	-0.033719655	3.10E-03	2.64E-03	2.59E-03	0.008035725	-0.022000253	3.29E-03	7.82E-03	0.011428258	0.004252311	7.94E-03	0.008460579	1.15E-02	8.79E-03	2.50E-03	8.70E-03	8.37E-03	0.002890844	1.33E-03	0.007575725	0.021508689	0.003798178	1.065762401	0.015482288	-0.014616052	-1.18E-02	-0.001498006	-1.41E-03	1.19E-03	-0.01448965	-0.001444153	0.008609104	0.014314147	-0.029553597	-1.13E-03	2.84E-03	0.001059896	
B55400	0.00302853	0.018606294	0.006390268	0.000117334	0.005516869	-0.034497384	-4.46E-03	-0.036795466	-0.017993061	-2.03E-03	-1.67E-03	-0.038520913	-0.034865543	-0.035836317	-0.035925928	-0.037109109	-0.038440499	-0.0043767	-7.39E-04	-0.003377751	-0.005183476	1.25E-03	-0.001542814	-0.004031251	-0.004555626	-0.005574606	6.00E-03	-0.030100706	-0.028901944	0.006596073	-5.31E-03	0.001568971	2.15E-03	0.00359271	4.90E-03	2.02E-03	0.008998011	3.47E-03	0.011622787	-0.024537629	0.006973415	-0.011519495	-0.024304037	0.001616471	0.004447096	-0.039574084	8.55E-03	-0.024008038	0.003762647	-1.91E-02	-0.026254284	-0.037040424	-0.021124564	0.003193124	-0.020221138	-5.43E-04	-2.11E-03	-0.019167702	-0.025220251	-0.018520885	-0.011223772	-2.10E-03	9.24E-03	-0.03163004	-0.021630293	0.007796747	-0.031933039	0.000188232	-0.03636431	-0.028454723	-0.014549268	-0.025732851	-8.84E-04	-0.014505569	-0.025930292	-0.000767411	-0.038527641	2.94E-03	1.26E-03	3.40E-03	0.011771035	-0.026313255	3.56E-03	7.65E-03	0.016515808	0.005078812	1.05E-02	0.009171955	1.59E-02	1.06E-02	4.12E-03	1.12E-02	8.06E-03	0.003760176	-1.04E-03	0.009714339	0.013966474	0.004229027	0.015482288	1.059475184	-0.015078407	-1.24E-02	-0.002971171	-9.11E-04	1.25E-03	-0.014764363	-0.000446082	0.011251539	0.017960582	-0.031506339	-6.98E-04	3.89E-03	0.002958814	
B55503	-0.025698771	-0.024756928	-0.019852356	-0.02196634	-0.022567903	0.016875441	-6.26E-03	0.012149493	0.003430499	-1.69E-02	-2.46E-02	0.019434294	0.01452568	0.015899131	0.016801162	0.015196944	0.014713671	-0.008978357	-8.52E-03	-0.010399785	-0.007528077	-1.97E-02	-0.008560985	-0.009047459	-0.006295405	-0.007758633	-2.11E-02	0.011680185	0.013604976	-0.0186839	-8.21E-03	-0.017358216	-1.25E-02	-0.018602633	-1.65E-02	-2.05E-02	-0.014808047	-1.59E-02	-0.015900094	0.020376088	-0.015169041	0.005309742	0.010947271	-0.020148562	-0.019355439	0.013643724	-1.88E-02	0.014145291	-0.018062563	4.71E-03	0.018994086	0.017165406	0.006034711	-0.014487781	0.004444108	-1.36E-02	-1.02E-02	0.031866317	0.020797223	0.003082394	0.000780414	-8.85E-03	-1.69E-02	0.015713367	0.00705407	-0.016118791	0.011801574	-0.018068149	0.014192122	0.016770677	0.000678836	0.010151198	-1.44E-02	-0.002340878	0.011474246	-0.009810705	0.017636139	-1.36E-02	-1.95E-02	-1.26E-02	-0.023041789	0.011808363	-1.75E-02	-1.48E-02	-0.020299279	-0.01703736	-2.22E-02	-0.018549896	-2.04E-02	-1.82E-02	-1.34E-02	-1.83E-02	-1.92E-02	-0.015527375	-2.13E-02	-0.020093312	-0.016861615	-0.012659238	-0.014616052	-0.015078407	1.086923838	4.52E-04	-0.013954535	-1.21E-02	-1.95E-02	-0.003151357	-0.022153173	-0.016297024	-0.025575937	0.014131661	-1.81E-02	-1.46E-02	-0.019204508	
B29377.b	-0.01971895	-0.020948984	-0.014274134	-0.019272115	-0.017906779	0.007009389	-4.94E-03	0.002267115	8.17154E-05	-1.45E-02	-2.18E-02	0.007493485	0.003238233	0.004175977	0.006112244	0.005163113	0.003355028	-0.008390232	-5.41E-03	-0.00781576	-0.006223146	-1.67E-02	-0.006582387	-0.005979351	-0.004625774	-0.006472406	-1.87E-02	0.003195187	0.00436464	-0.013986634	-6.98E-03	-0.014316102	-8.88E-03	-0.015615995	-1.51E-02	-1.64E-02	-0.010840804	-1.23E-02	-0.013122451	0.002645462	-0.011370513	0.016707816	0.003251062	-0.016899957	-0.015506475	0.003376906	-1.36E-02	0.003348573	-0.015660059	6.53E-05	0.004161609	0.007182786	0.000544307	-0.010793924	-0.002325461	-2.54E-03	-7.96E-03	-0.000181399	0.003286095	-0.001683072	0.07896253	-6.93E-03	-1.38E-02	0.003725257	0.00064289	-0.013263666	0.001135783	-0.01604827	0.004371772	0.005017211	0.033511982	-0.000116947	-4.25E-03	0.048297489	0.000768511	0.006288473	0.005218318	-9.45E-03	-1.57E-02	-9.24E-03	-0.01890688	0.001972914	-1.48E-02	-1.05E-02	-0.018591881	-0.012446774	-1.85E-02	-0.014652493	-1.86E-02	-1.41E-02	-7.38E-03	-1.30E-02	-1.49E-02	-0.013267211	-1.87E-02	-0.015006235	-0.012520645	-0.008179743	-0.011781928	-0.012350178	0.000452392	1.07E+00	-0.009971973	-9.89E-03	-1.55E-02	0.062962187	-0.020615905	-0.013907051	-0.02152501	0.001251075	-1.45E-02	-9.71E-03	-0.016779012	
B32773	0.002211983	-0.002677121	0.004179723	0.001817549	0.005688969	-0.02132143	-1.96E-03	-0.023733396	-0.011608231	1.43E-03	5.07E-04	-0.023300676	-0.020968516	-0.021819341	-0.020372055	-0.02370878	-0.025108019	-0.004319737	-1.01E-03	-0.001206918	-0.002114865	-2.08E-04	-0.005524478	-0.003284036	-0.003198898	-0.004571901	5.38E-03	-0.018914071	-0.017813384	0.004202626	-3.71E-03	-0.001046917	-6.45E-03	0.004096594	2.68E-03	2.21E-03	-0.001856696	1.51E-03	-0.003867367	-0.01792615	-0.003554328	-0.010390529	-0.014728997	0.001350917	0.001975563	-0.02494956	-1.66E-03	-0.015400651	0.00139205	-1.35E-02	-0.01508053	-0.022496419	-0.012532886	0.002662841	-0.012047231	-8.74E-03	2.71E-04	-0.014311969	-0.017990369	-0.010425638	-0.009507381	-1.80E-03	-4.88E-03	-0.01937699	-0.012872839	-0.002792949	-0.01983018	0.000571601	-0.022586112	-0.018312347	-0.013779679	-0.017569909	-7.46E-03	-0.013288848	-0.016586356	-0.007699478	-0.023305754	-6.87E-03	8.84E-04	-5.11E-03	-0.006438091	-0.01562045	1.76E-03	-2.54E-03	-0.006265211	0.003625116	-6.46E-03	-0.005349692	-5.36E-03	-5.57E-03	-4.09E-03	-2.23E-03	-3.59E-03	0.005800062	1.27E-03	-0.003621103	-0.002970302	-0.004035164	-0.001498006	-0.002971171	-0.013954535	-9.97E-03	1.062103391	1.92E-02	1.51E-03	-0.014780619	0.003400771	-0.004442603	-0.00374154	-0.021219731	6.18E-04	-4.64E-03	0.003807732	
B32774	0.002079143	-0.000327761	0.004429104	0.001702723	0.003902254	-0.021454261	-3.70E-03	-0.024319233	-0.011439063	-1.25E-04	-1.36E-03	-0.025444554	-0.022703691	-0.02439538	-0.022408711	-0.02502022	-0.025571526	-0.001112346	4.74E-04	-0.001726217	-0.002542776	1.36E-03	-0.00258055	-0.003933982	-0.004455006	-0.003647197	5.29E-03	-0.020397277	-0.018396297	0.004126989	-4.06E-03	0.001435889	-4.22E-03	0.000977563	1.43E-03	5.76E-04	-0.000819327	2.33E-03	-0.000957924	-0.016540624	-0.001408609	-0.010216732	-0.016685482	0.002204391	0.003040623	-0.027188561	-1.30E-03	-0.016719919	0.000695003	-1.29E-02	-0.017214921	-0.024017998	-0.014374813	0.001976592	-0.013327377	-5.80E-03	-1.09E-03	-0.014327864	-0.017213846	-0.010491452	-0.009257565	-3.14E-03	-4.53E-03	-0.0203015	-0.01579471	-0.001047623	-0.020344046	0.000293802	-0.022980866	-0.01859738	-0.013908263	-0.018949595	-5.37E-03	-0.012844226	-0.018365864	-0.007623458	-0.024884325	-6.22E-03	1.40E-03	-3.41E-03	-0.004675059	-0.017816448	9.84E-04	-2.14E-03	-0.005243749	0.003148182	-5.23E-03	-0.00251832	-2.09E-03	-2.96E-03	-3.88E-03	-1.51E-03	-2.00E-03	0.004507253	2.24E-03	-0.001739878	-0.002700566	-0.003735864	-0.00141455	-0.000910718	-0.012138868	-9.89E-03	0.019189011	1.06E+00	-6.84E-05	-0.014335616	0.001812816	-0.002469099	-0.001625863	-0.020719623	2.22E-03	-3.67E-03	0.001677186	
B54278	0.019682814	0.012506871	0.021748214	0.020847549	0.024790782	-0.042350799	-7.47E-03	-0.04306618	-0.023786001	6.19E-03	2.03E-02	-0.048707624	-0.043263123	-0.042945381	-0.043148354	-0.045517925	-0.045861014	-0.003119622	8.89E-04	-0.003930935	-0.005517136	1.41E-02	-0.00765259	-0.007507066	-0.008468117	-0.008729185	2.61E-02	-0.038127941	-0.035742086	0.01874596	-8.64E-03	0.011435214	-3.28E-03	0.017604583	1.86E-02	1.58E-02	0.00204947	1.13E-02	0.003113098	-0.031436245	0.001646417	-0.0167323	-0.030970473	0.020136619	0.02114064	-0.046915766	3.33E-03	-0.031399007	0.020954761	-2.63E-02	-0.031776658	-0.045434102	-0.028007	0.011662677	-0.024582057	-6.65E-03	-8.29E-04	-0.023914437	-0.030158972	-0.024687008	-0.015150606	-1.89E-03	1.36E-03	-0.037683981	-0.028987977	0.001991528	-0.037509326	0.015073944	-0.041611149	-0.033570418	-0.01913926	-0.033330765	-5.85E-03	-0.018519259	-0.032810223	-0.008152321	-0.046791008	-4.78E-03	1.19E-02	-1.16E-03	0.003513099	-0.03245257	1.47E-02	-3.84E-04	0.004622322	0.013289066	1.13E-03	0.003616003	4.57E-03	1.00E-03	-1.47E-03	4.68E-03	3.07E-03	0.013018269	2.04E-02	0.004216623	0.00108451	-0.000728242	0.001192275	0.00125434	-0.019487801	-1.55E-02	0.001514997	-6.84E-05	1.06E+00	-0.020945737	0.026364245	-0.003229804	0.010484322	-0.037429838	9.48E-03	-4.49E-03	0.021957158	
B29337.a	-0.025161516	-0.025249634	-0.018671862	-0.023699501	-0.02305291	-0.002410691	-9.27E-03	-0.010418619	-0.004710155	-1.98E-02	-2.77E-02	-0.001541895	-0.004218355	-0.004857861	-0.000967852	-0.004214704	-0.008203663	-0.013509954	-8.70E-03	-0.011540008	-0.009735008	-2.11E-02	-0.011457675	-0.010254323	-0.009289711	-0.012129497	-2.25E-02	-0.004917678	-0.003280946	-0.017730794	-1.26E-02	-0.016981893	-1.06E-02	-0.020585838	-1.87E-02	-2.05E-02	-0.014983718	-1.62E-02	-0.016601182	-0.003076975	-0.01375378	0.013009833	-0.005295679	-0.021567532	-0.020964118	-0.008875661	-1.88E-02	-0.002457784	-0.019299229	-6.31E-03	-0.003017325	-0.000738575	-0.006257818	-0.01577335	-0.007999366	-3.26E-03	-1.27E-02	-0.005454221	-0.002445573	-0.007990437	0.058646318	-1.26E-02	-1.72E-02	-0.00398574	-0.007784529	-0.015992417	-0.007889824	-0.021054995	-0.007957044	-0.002662935	0.037022819	-0.008013735	-5.24E-03	0.354976159	-0.006183953	0.00608803	-0.003886634	-9.65E-03	-2.02E-02	-9.07E-03	-0.022464121	-0.005852225	-1.80E-02	-1.35E-02	-0.023518062	-0.016644481	-2.22E-02	-0.019770177	-2.21E-02	-1.67E-02	-9.18E-03	-1.76E-02	-1.82E-02	-0.017141014	-2.52E-02	-0.019607497	-0.017170646	-0.00978618	-0.01448965	-0.014764363	-0.003151357	6.30E-02	-0.014780619	-1.43E-02	-2.09E-02	1.125725865	-0.025465935	-0.016846919	-0.025010606	-0.009220111	-2.06E-02	-1.11E-02	-0.022112779	
B33369	0.044088323	0.026697654	0.039331599	0.049449983	0.054341927	-0.056592613	-1.24E-02	-0.055170685	-0.029670654	1.39E-02	4.26E-02	-0.062576646	-0.055283475	-0.055231753	-0.056352896	-0.060217415	-0.05940362	-0.002118231	2.13E-03	-0.008442959	-0.009703095	1.64E-02	-0.010626247	-0.012262981	-0.012050454	-0.01312605	6.13E-02	-0.049718673	-0.046621982	0.035703641	-1.41E-02	0.014913024	-5.18E-03	0.026830881	2.42E-02	2.41E-02	-0.000221511	1.62E-02	0.002990531	-0.042231603	-0.000888937	-0.021377002	-0.040921396	0.023217622	0.026417171	-0.059871133	4.99E-03	-0.041734086	0.023972353	-3.36E-02	-0.041459108	-0.059923773	-0.036243126	0.014681789	-0.032639539	-8.35E-03	1.92E-03	-0.027578314	-0.040230403	-0.031809649	-0.019370641	-6.06E-03	-8.80E-04	-0.051280221	-0.037195997	-0.002238457	-0.047949828	0.018367682	-0.055485163	-0.04519478	-0.022942324	-0.04273239	-6.51E-03	-0.023179091	-0.041913817	-0.011681378	-0.058431843	-7.56E-03	1.71E-02	-1.44E-03	0.004720497	-0.041981184	2.15E-02	-4.89E-03	0.010596993	0.019050929	-1.38E-03	0.002394264	1.25E-02	8.49E-04	-3.47E-03	4.17E-03	3.46E-03	0.020247028	4.40E-02	0.007188626	0.001606568	-0.001596053	-0.001444153	-0.000446082	-0.022153173	-2.06E-02	0.003400771	1.81E-03	2.64E-02	-0.025465935	1.163396716	-0.006311175	0.023885649	-0.049779876	1.79E-02	-7.54E-03	0.040262174	
B55435	-0.002093218	0.022773983	0.004361734	-0.007336775	-0.000606066	-0.036971797	-6.32E-03	-0.037204776	-0.020343185	-5.70E-03	-8.20E-03	-0.041844193	-0.039348305	-0.037493167	-0.037363809	-0.038879384	-0.040346187	-0.007795342	-3.49E-03	-0.003994344	-0.005198862	-5.22E-03	-0.006585552	-0.006260036	-0.007671321	-0.008994503	5.25E-04	-0.032918941	-0.031463333	0.003999805	-6.35E-03	-0.002009033	9.45E-03	-0.000766947	3.58E-04	-3.61E-03	0.004527309	-3.90E-04	0.012205518	-0.027017939	0.00934752	-0.011988229	-0.027386191	-0.001987972	-0.001183486	-0.040079152	7.71E-03	-0.028613384	-0.001466254	-2.24E-02	-0.027578763	-0.039765148	-0.022395387	-0.000164654	-0.020961771	1.05E-03	-4.06E-03	-0.016241398	-0.027886647	-0.019897408	-0.011785661	-4.96E-03	1.64E-02	-0.03304844	-0.022964836	0.005503542	-0.033114675	-0.00382977	-0.038941114	-0.030113259	-0.013741491	-0.027738576	-1.60E-04	-0.015979134	-0.028055489	-0.004227528	-0.040243491	4.73E-03	-2.29E-03	6.01E-03	0.014215364	-0.026822843	-1.37E-03	1.89E-02	0.022731311	0.001989021	9.63E-03	0.011780607	2.46E-02	1.38E-02	2.90E-03	9.64E-03	9.79E-03	0.000559963	-5.31E-03	0.007467476	0.015441853	0.005508549	0.008609104	0.011251539	-0.016297024	-1.39E-02	-0.004442603	-2.47E-03	-3.23E-03	-0.016846919	-0.006311175	1.082988381	0.021311448	-0.034363059	-5.60E-03	7.15E-03	-0.001160936	
A36181	0.028106616	0.331155176	0.031255528	0.020243508	0.03256836	-0.076986286	-1.28E-02	-0.073589567	-0.04048259	2.82E-03	2.04E-02	-0.086800891	-0.075461267	-0.076028194	-0.077067365	-0.081405442	-0.082233876	-0.006934309	1.47E-03	-0.011196271	-0.011201844	3.56E-03	-0.013521591	-0.015698123	-0.013390522	-0.015121587	3.29E-02	-0.066335529	-0.062674756	0.027373313	-1.44E-02	0.005939483	1.39E-02	0.013195411	1.60E-02	1.65E-02	0.013527847	1.40E-02	0.036861782	-0.052802118	0.013098738	-0.024202341	-0.054444674	0.01553198	0.015885621	-0.080561073	2.21E-02	-0.055805787	0.014075386	-4.45E-02	-0.054520702	-0.079937565	-0.048218521	0.01335603	-0.043184693	5.18E-03	-1.88E-03	-0.031113212	-0.052690883	-0.042020422	-0.020843668	-8.53E-03	3.35E-02	-0.066878938	-0.049013491	0.012522815	-0.062159679	0.006664859	-0.074942844	-0.059606464	-0.024233811	-0.053260216	7.18E-03	-0.025528468	-0.054649508	-0.002116195	-0.080207931	1.08E-02	9.12E-03	1.83E-02	0.051459039	-0.056033478	1.14E-02	9.13E-03	0.097871615	0.016955317	3.92E-02	0.043702214	9.32E-02	4.84E-02	1.17E-02	2.56E-02	2.87E-02	0.015475092	1.72E-02	0.033371812	0.033673567	0.016396402	0.014314147	0.017960582	-0.025575937	-2.15E-02	-0.00374154	-1.63E-03	1.05E-02	-0.025010606	0.023885649	0.021311448	1.109884977	-0.062546822	6.63E-03	9.40E-03	0.020919805	
B33013	-0.051555203	-0.064071043	-0.04496545	-0.042950552	-0.050624307	0.059866334	-6.88E-03	0.048940268	0.023521545	-3.07E-02	-4.67E-02	0.068230228	0.057802793	0.054144852	0.062206548	0.060679589	0.053811157	-0.011680374	-1.34E-02	-0.011469711	-0.008187934	-3.55E-02	-0.010359841	-0.005513386	-0.004903046	-0.00715719	-4.99E-02	0.047124081	0.048472995	-0.042714024	-8.26E-03	-0.032373207	-3.14E-02	-0.039055032	-3.82E-02	-4.01E-02	-0.0288648	-3.20E-02	-0.036710166	0.041045276	-0.031131	0.003344155	0.041213778	-0.039045601	-0.038801352	0.052841522	-3.75E-02	0.045233434	-0.037668842	2.48E-02	0.044379167	0.061656293	0.030659459	-0.029522958	0.023533122	-2.72E-02	-1.59E-02	0.017840538	0.039317582	0.022904988	-0.001063633	-1.51E-02	-3.68E-02	0.049339333	0.032411348	-0.033811473	0.043902868	-0.03311606	0.05525241	0.049484799	-0.001741638	0.029694001	-2.94E-02	-0.002343875	0.032901805	-0.022481	0.061263831	-3.08E-02	-3.64E-02	-3.16E-02	-0.049015488	0.042354655	-3.50E-02	-2.98E-02	-0.049978172	-0.036024242	-4.45E-02	-0.039377326	-5.04E-02	-4.07E-02	-3.04E-02	-3.54E-02	-3.95E-02	-0.034728103	-4.24E-02	-0.042898692	-0.035424878	-0.030133308	-0.029553597	-0.031506339	0.014131661	1.25E-03	-0.021219731	-2.07E-02	-3.74E-02	-0.009220111	-0.049779877	-0.034363059	-0.062546822	1.304173827	-3.23E-02	-2.90E-02	-0.042286872	
