,SAMPLE.ID,COLLECTION.ID,COLLECTION,ID,RecordID_ALA.ORIGINAL,RecordID_ALA,CatalogNumber,SEX,SPECIES,COMMON.NAME,DATE,Period,Year,Age,LATITUDE,LONGITUDE,STATE,MISSINGNESS,INBREEDING,DEPTH,PC1,PC2,PC3,MonthCapture,YearCapture,YearCat,distance2coast_m,elevation,IBRA_REG_CODE_7,IBRA_REG_NAME_7,NOTE,NDays35.5YrMean,NDays35.5Yr.Sum,NDays35.10YrMean,NDays35.10Yr.Sum,Ndays5.5YrMean,Ndays5.5YrSum,Ndays5.10YrMean,Ndays5.10YrSum,Tmean.5YrMean,Tmean.10YrMean,TotalRain.5YrSum,TotalRain.10YrSum,ChangeMeanTemp,ChangeNdays5,ChangeNDays35,ChangeRain
46,SAM15,ABTC38802,ABTC,SAM15_R1.fastq.gz,2a2be9be-0a29-42b0-bd67-337e1b0a4cc0,2a2be9be-0a29-42b0-bd67-337e1b0a4cc0,ABTC38802,F,Malurus assimilis,Purple-Backed Fairy Wren,11/9/98,1996 - 2000,1998,21,-26.0417,137.6036,SA,0.0777462,0.12406892,2.84361,0.009127527,-0.004200218,-0.00196176,9,1998,1998,734975.6054,26.7509594,SSD,Simpson Strzelecki Dunefields,NA,121.2,606,123.2,1232,29.4,147,29.2,292,23.19588622,23.25253764,0.022932334,0.052248101,-0.067943752,0.395488722,-0.527067669,5.71E-06
47,SAM16,ABTC38831,ABTC,SAM16_R1.fastq.gz,22231814-3571-4792-b179-49907093d435,22231814-3571-4792-b179-49907093d435,ABTC38831,F,Malurus assimilis,Purple-Backed Fairy Wren,16/9/98,1996 - 2000,1998,21,-26.3811,137.3633,SA,0.0946434,0.09822602,2.55003,-0.009711446,-0.012510724,-0.008349219,9,1998,1998,695709.3085,31.3708992,SSD,Simpson Strzelecki Dunefields,NA,114.2,571,117.9,1179,31.2,156,30,300,22.93883996,23.01912997,0.022776622,0.051575643,-0.068795315,0.303759398,-0.490225564,5.33E-06
48,SAM17,ABTC73791,ABTC,SAM17_R1.fastq.gz,1de0d5d6-62ce-4bc7-b772-bf8672153a21,1de0d5d6-62ce-4bc7-b772-bf8672153a21,ABTC73791,F,Malurus assimilis,Purple-Backed Fairy Wren,21/9/99,1996 - 2000,1999,20,-26.9828,134.8106,SA,0.12885,0.10074149,2.21484,-0.011038773,-0.020163229,-0.012420643,9,1999,1999,586287.305,187.7335052,FIN,Finke,NA,102,510,100.8,1008,35.8,179,36.5,365,21.99654513,21.96415031,0.031089003,0.069808666,-0.055752281,-0.259398496,-0.021052632,8.63E-05
49,SAM18,ABTC73792,ABTC,SAM18_R1.fastq.gz,50da4e56-073f-4d77-b735-647f226d8d06,50da4e56-073f-4d77-b735-647f226d8d06,ABTC73792,M,Malurus assimilis,Purple-Backed Fairy Wren,22/9/99,1996 - 2000,1999,20,-26.9829,134.8107,SA,0.0901673,0.12530832,2.67875,-0.034111253,-0.01517462,-0.01144685,9,1999,1999,586287.305,187.7335052,FIN,Finke,NA,102,510,100.8,1008,35.8,179,36.5,365,21.99654513,21.96415031,0.031089003,0.069808666,-0.055752281,-0.259398496,-0.021052632,8.63E-05
50,SAM19,ABTC84315,ABTC,SAM19_R1.fastq.gz,a643600a-d92d-4039-b2ae-1b4001c17824,a643600a-d92d-4039-b2ae-1b4001c17824,ABTC84315,M,Malurus assimilis,Purple-Backed Fairy Wren,23/9/99,1996 - 2000,1999,20,-26.983,134.8108,VIC,0.191923,0.49337047,5.00193,0.761230308,-0.037223348,0.067740459,12,1999,1999,163576.5096,136.5704956,MDD,Murray Darling Depression,NA,18.4,92,16.8,168,126.8,634,114,1140,14.43318666,14.64832644,0.056853598,0.137579678,-0.096275394,3.006015038,-0.193233083,0.000136285
51,SAM20,ABTC85133,ABTC,SAM20_R1.fastq.gz,409e08db-00be-448a-a8f3-5523485905c3,409e08db-00be-448a-a8f3-5523485905c3,ABTC85133,M,Malurus assimilis,Purple-Backed Fairy Wren,24/9/99,1996 - 2000,1999,20,-26.9831,134.8109,SA,0.391133,0.09631281,0.955786,-0.078895852,-0.031956788,-0.009988969,11,1997,1997,110326.2163,340.0235901,GAW,Gawler,NA,39.8,199,40.5,405,57,285,55.2,552,NA,NA,NA,NA,-0.077517992,0.579699248,-0.130075188,7.89E-05
52,SAM21,ABTC85134,ABTC,SAM21_R1.fastq.gz,fc262a1e-821b-4f88-90e0-a7991fa970c0,fc262a1e-821b-4f88-90e0-a7991fa970c0,ABTC85134,F,Malurus assimilis,Purple-Backed Fairy Wren,25/9/99,1996 - 2000,1999,20,-26.9832,134.811,SA,0.119553,0.09483055,2.31767,-0.044948915,-0.053793046,-0.011841941,11,1997,1997,110326.2163,340.0235901,GAW,Gawler,NA,39.8,199,40.5,405,57,285,55.2,552,NA,NA,NA,NA,-0.077517992,0.579699248,-0.130075188,7.89E-05
53,SAM25,ABTC113231,ABTC,SAM25_R1.fastq.gz,edfe4668-3aab-45dc-98b8-203a80e37c92,edfe4668-3aab-45dc-98b8-203a80e37c92,ABTC113231,,Malurus assimilis,Purple-Backed Fairy Wren,25/10/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0619623,0.09412797,3.45333,0.799868973,-0.064327904,0.139108203,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA,31.6,158,30.4,304,56.4,282,57,570,16.76480762,16.6203441,0.04371096,0.090328381,-0.051028491,1.073684211,0.264661654,9.58E-05
54,SAM26,ABTC113232,ABTC,SAM26_R1.fastq.gz,762ef00f-433f-4fdc-994c-f39025736468,762ef00f-433f-4fdc-994c-f39025736468,ABTC113232,,Malurus assimilis,Purple-Backed Fairy Wren,3/11/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.134257,0.18956006,2.81008,0.776662309,-0.046115381,0.089515906,11,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA,31.6,158,30.4,304,56.4,282,57,570,16.76480762,16.6203441,0.04371096,0.090328381,-0.064919429,1.073684211,0.307518797,0.000105216
55,SAM27,ABTC113233,ABTC,SAM27_R1.fastq.gz,8b7a22c8-565a-4092-83e0-2f4aff37a003,8b7a22c8-565a-4092-83e0-2f4aff37a003,ABTC113233,,Malurus assimilis,Purple-Backed Fairy Wren,5/11/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.215741,0.13128711,1.96637,0.715559925,-0.025942321,0.05931585,11,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA,31.6,158,30.4,304,56.4,282,57,570,16.76480762,16.6203441,0.04371096,0.090328381,-0.064919429,1.073684211,0.307518797,0.000105216
56,SAM28,ABTC113234,ABTC,SAM28_R1.fastq.gz,3c084a72-ec53-4578-a32d-dabc73076cb4,3c084a72-ec53-4578-a32d-dabc73076cb4,ABTC113234,,Malurus assimilis,Purple-Backed Fairy Wren,8/11/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0816876,0.12864323,3.31841,0.70828447,-0.033574591,0.080191886,11,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,NA,26.2,131,23.7,237,56.4,282,57,570,15.65889206,15.99704921,0.044957607,0.09788705,-0.16063452,1.073684211,-0.819548872,0.000144521
57,SAM29,ABTC113310,ABTC,SAM29_R1.fastq.gz,0795e393-1524-42d5-9b33-b80f08f9511a,0795e393-1524-42d5-9b33-b80f08f9511a,ABTC113310,M,Malurus assimilis,Purple-Backed Fairy Wren,11/10/05,2001 - 2005,2005,14,-34.3422,139.4861,SA,0.149348,0.25502095,3.07594,0.701385218,-0.038453732,0.068908882,10,2005,2005,101218.363,80.13612366,MDD,Murray Darling Depression,NA,32.6,163,31.2,312,57,285,56.6,566,16.75670875,16.64402284,0.041430155,0.091043968,-0.046507806,1.298496241,0.342105263,3.27E-05
58,SAM30,ABTC113311,ABTC,SAM30_R1.fastq.gz,27ecdca4-60c0-43f4-8ec4-6648374e73e8,27ecdca4-60c0-43f4-8ec4-6648374e73e8,ABTC113311,M,Malurus assimilis,Purple-Backed Fairy Wren,3/10/05,2001 - 2005,2005,14,-34.3481,139.4911,SA,0.312735,0.38815808,2.92842,0.83078455,-0.040400212,0.089560205,10,2005,2005,101218.363,81.03027344,MDD,Murray Darling Depression,NA,32.6,163,31.2,312,57,285,56.6,566,16.75670875,16.64402284,0.041430155,0.091043968,-0.046507806,1.298496241,0.342105263,3.27E-05
59,SAM31,ABTC113312,ABTC,SAM31_R1.fastq.gz,957c195a-53e7-45fb-9084-f3be5721ce2b,957c195a-53e7-45fb-9084-f3be5721ce2b,ABTC113312,F,Malurus assimilis,Purple-Backed Fairy Wren,11/10/05,2001 - 2005,2005,14,-34.3422,139.4861,SA,0.0571674,0.12594672,4.1886,0.797890552,-0.064671438,0.141331379,10,2005,2005,101218.363,80.13612366,MDD,Murray Darling Depression,NA,32.6,163,31.2,312,57,285,56.6,566,16.84158147,16.66501989,0.042959096,0.091283254,-0.036155647,1.298496241,0.342105263,5.01E-05
60,SAM32,ABTC113313,ABTC,SAM32_R1.fastq.gz,4ba10d51-aa95-4c16-849f-f39deb229bc0,4ba10d51-aa95-4c16-849f-f39deb229bc0,ABTC113313,F,Malurus assimilis,Purple-Backed Fairy Wren,21/10/05,2001 - 2005,2005,14,-34.3753,139.4794,SA,0.234396,0.27824366,2.52617,0.760046354,-0.033353387,0.06848063,10,2005,2005,99176.70946,80.77060699,MDD,Murray Darling Depression,NA,32.2,161,30.4,304,56.8,284,56.6,566,16.80640736,16.62955212,0.043873141,0.092467602,-0.035924201,1.266917293,0.357142857,5.65E-05
61,SAM33,ABTC119496,ABTC,SAM33_R1.fastq.gz,bc99f647-1314-4f63-9422-161c0bda22b7,bc99f647-1314-4f63-9422-161c0bda22b7,ABTC119496,,Malurus assimilis,Purple-Backed Fairy Wren,28/7/07,2006 - 2010,2007,12,-29.7253,130.1203,SA,0.0110693,0.08960829,7.34389,-0.243753755,-0.148694031,-0.051460189,7,2007,2007,206737.9929,158.6623993,GVD,Great Victoria Desert,NA,56.6,283,52.4,524,44.6,223,45.7,457,19.83094354,19.68450113,0.02839884,0.058073759,0.026816785,-0.360902256,-0.107518797,9.35E-05
62,SAM34,ABTC119512,ABTC,SAM34_R1.fastq.gz,11a7312d-fbb1-4f1a-b8e3-3426c4e5d2b3,11a7312d-fbb1-4f1a-b8e3-3426c4e5d2b3,ABTC119512,,Malurus assimilis,Purple-Backed Fairy Wren,29/7/07,2006 - 2010,2007,12,-29.8947,130.0892,SA,0.2012,0.19277968,2.05416,-0.282975661,-0.096767374,-0.032354129,7,2007,2007,190740,153.3574982,GVD,Great Victoria Desert,NA,54.2,271,50.7,507,47.2,236,48.1,481,19.63824078,19.50137773,0.028755484,0.058442452,0.028196199,-0.326315789,-0.043609023,9.47E-05
63,SAM35,ABTC119649,ABTC,SAM35_R1.fastq.gz,afa0684d-f71a-443a-9ae8-4eb0b18ef864,afa0684d-f71a-443a-9ae8-4eb0b18ef864,ABTC119649,,Malurus assimilis,Purple-Backed Fairy Wren,6/8/07,2006 - 2010,2007,12,-29.9192,131.1906,SA,0.190738,0.19467406,2.19279,-0.247584773,-0.085580987,-0.026119168,8,2007,2007,173910,260.85849,GVD,Great Victoria Desert,NA,47.6,238,44.5,445,39,195,40.1,401,19.20809305,19.08405411,0.03602859,0.072701304,-0.006461006,0.372180451,0.107518797,8.30E-05
64,SAM36,ABTC119685,ABTC,SAM36_R1.fastq.gz,da0ae6f7-d38c-4304-b8af-08df77c8e845,da0ae6f7-d38c-4304-b8af-08df77c8e845,ABTC119685,,Malurus assimilis,Purple-Backed Fairy Wren,8/8/07,2006 - 2010,2007,12,-30.1544,131.5667,SA,0.0833713,0.25736827,4.89372,-0.210695616,-0.139832844,-0.04292757,8,2007,2007,149854.718,287.884613,GVD,Great Victoria Desert,NA,44.4,222,39.9,399,32.4,162,33.7,337,19.0165268,18.90514258,0.036948953,0.075714548,-0.00917123,0.604511278,0.3,6.76E-05
65,SAM37,ABTC119786,ABTC,SAM37_R1.fastq.gz,75f18074-fa17-440d-bce7-5fe485dc57f5,75f18074-fa17-440d-bce7-5fe485dc57f5,ABTC119786,,Malurus assimilis,Purple-Backed Fairy Wren,29/7/07,2006 - 2010,2007,12,-29.8801,130.1003,SA,0.164814,0.19002201,2.30731,-0.274227145,-0.108850028,-0.034204373,7,2007,2007,190330.9565,148.9822998,GVD,Great Victoria Desert,NA,54.2,271,50.7,507,47.2,236,48.1,481,19.63824078,19.50137773,0.028755484,0.058442452,0.028196199,-0.326315789,-0.043609023,9.47E-05
66,SAM38,ABTC119851,ABTC,SAM38_R1.fastq.gz,808aaacb-d4d1-413e-ad59-86eea5935ec5,808aaacb-d4d1-413e-ad59-86eea5935ec5,ABTC119851,,Malurus assimilis,Purple-Backed Fairy Wren,3/8/07,2006 - 2010,2007,12,-29.2336,130.2,SA,0.0513002,0.19343558,5.26519,-0.24342347,-0.150552502,-0.046490893,8,2007,2007,261032.339,237.5601044,GVD,Great Victoria Desert,NA,58,290,54.7,547,45.4,227,46.3,463,20.06714101,19.89361382,0.03169877,0.06504591,0.000509576,0.033082707,-0.284210526,0.000110618
67,SAM39,ABTC119904,ABTC,SAM39_R1.fastq.gz,c7461441-7a31-4dcb-adea-20a170e8ee84,c7461441-7a31-4dcb-adea-20a170e8ee84,ABTC119904,,Malurus assimilis,Purple-Backed Fairy Wren,8/8/07,2006 - 2010,2007,12,-30.1594,131.6447,SA,0.262303,0.19838569,1.75868,-0.231908287,-0.081314046,-0.020787617,8,2007,2007,152407.0067,244.7776947,GVD,Great Victoria Desert,NA,44.6,223,40.2,402,30.4,152,32.3,323,19.11203904,19.00109646,0.036952667,0.076072301,-0.010503475,0.547368421,0.287969925,6.80E-05
68,SAM41,ABTC143564,ABTC,SAM41_R1.fastq.gz,EA20,EA20,ABTC143564,,Malurus assimilis,Purple-Backed Fairy Wren,7/11/12,2011 - 2015,2012,7,-32.4981,137.8008,SA,0.198735,0.13076752,2.04964,0.309984635,-0.01420235,0.007086948,11,2012,2012,11220,12.41429996,GAW,Gawler,NA,49.2,246,49.4,494,34.8,174,34.9,349,19.54186041,19.46244407,0.042324771,0.074837833,-0.046096593,1.253383459,0.909022556,8.05E-05
69,SAM44,ABTC114048,ABTC,SAM44_R1.fastq.gz,NA,3c084a72-ec53-4578-a32d-dabc73076cb4,NA,,Malurus assimilis,Purple-Backed Fairy Wren,22/10/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0306727,0.12168428,5.69431,0.697379627,-0.047479005,0.102292501,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,used data from other specimens from same location,27.2,136,24.2,242,56.4,282,57,570,15.71658646,15.88244347,0.045027607,0.097695114,-0.153226416,1.073684211,-0.707518797,0.000150336
70,SAM45,ABTC114049,ABTC,SAM45_R1.fastq.gz,NA,3c084a72-ec53-4578-a32d-dabc73076cb4,NA,,Malurus assimilis,Purple-Backed Fairy Wren,22/10/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.0666037,0.09330678,3.15276,0.692144824,-0.038786801,0.078734418,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,used data from other specimens from same location,27.8,139,24.5,245,56.4,282,57,570,15.83733918,15.87403801,0.044177606,0.098231673,-0.149891918,1.073684211,-0.633834586,0.000147858
71,SAM46,ABTC114050,ABTC,SAM46_R1.fastq.gz,NA,3c084a72-ec53-4578-a32d-dabc73076cb4,NA,,Malurus assimilis,Purple-Backed Fairy Wren,25/10/04,2001 - 2005,2004,15,-34.3753,139.4794,SA,0.190534,0.13073273,2.00379,0.709464331,-0.026292225,0.063859753,10,2004,2004,99176.70946,80.77060699,MDD,Murray Darling Depression,used data from other specimens from same location,27.2,136,24.2,242,56.4,282,57,570,15.69222536,15.92627726,0.043716316,0.098141673,-0.168675293,1.073684211,-0.77518797,0.000145035
72,SAM8,ABTC37891,ABTC,SAM8_R1.fastq.gz,8d66897e-190d-4975-b126-fea976ee0612,8d66897e-190d-4975-b126-fea976ee0612,ABTC37891,,Malurus assimilis,Purple-Backed Fairy Wren,21/9/97,1996 - 2000,1997,22,-26.3206,136.5203,SA,0.145192,0.12784421,2.16845,0.006545408,-0.002458962,-0.007442853,9,1997,1997,704131.0756,62.63311005,SSD,Simpson Strzelecki Dunefields,NA,106.6,533,114.8,1148,29.4,147,31.8,318,22.69239971,22.85586243,0.022891747,0.047665691,-0.072571335,-0.081203008,-0.861654135,-6.22E-05
73,WAM55,A35183,WAM,WAM55_R1.fastq.gz,EA9,EA9,A35183,,Malurus assimilis,Purple-Backed Fairy Wren,21/11/92,1991 - 1995,1992,27,-28.8,114.6167,WA,0.195708,0.37466046,2.98253,-0.44051387,-0.225345768,-0.064751239,11,1992,1992,9820,34.98936844,GES,Geraldton Sandplains,NA,34.8,174,34,340,NA,NA,NA,NA,20.03668617,19.96586926,0.087003656,0.164020464,-0.0891453,NA,-0.272180451,0.000279148
74,WAM56,A35582,WAM,WAM56_R1.fastq.gz,EA10,EA10,A35582,,Malurus assimilis,Purple-Backed Fairy Wren,30/9/04,2001 - 2005,2004,15,-22.1197,115.5697,WA,0.0235236,0.1188192,5.44107,-0.362469683,-0.237798728,-0.06905843,9,2004,2004,63364.82936,146.3050995,PIL,Pilbara,NA,136.8,684,138.1,1381,0,0,0,0,25.75428012,25.78637412,0.060702761,0.126636966,-0.029489725,-0.011278195,-0.151879699,0.000263642
75,WAM57,A35583,WAM,WAM57_R1.fastq.gz,EA11,EA11,A35583,,Malurus assimilis,Purple-Backed Fairy Wren,30/9/04,2001 - 2005,2004,15,-22.1197,115.5697,WA,0.242891,0.13135716,1.71251,-0.389522147,-0.137004923,-0.040182092,9,2004,2004,63364.82936,146.3050995,PIL,Pilbara,NA,136.8,684,138.1,1381,0,0,0,0,25.75428012,25.78637412,0.060702761,0.126636966,-0.029489725,-0.011278195,-0.151879699,0.000263642
76,WAM58,A35745,WAM,WAM58_R1.fastq.gz,EA12,EA12,A35745,,Malurus assimilis,Purple-Backed Fairy Wren,17/7/04,2001 - 2005,2004,15,-25.9,113.5333,WA,0.153702,0.19190225,2.14343,-0.433429237,-0.213350031,-0.061011628,7,2004,2004,4910,9.095258713,CAR,Carnarvon,NA,30.6,153,29,290,0,0,0,0,22.43424209,22.36555124,0.033757517,0.074740269,0.057052791,-0.006766917,0.369924812,5.52E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
